酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H01,2020-01-01,酒店很适合家庭出行,标准客房,2.0,0.7856000065803528,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['适合', '家庭', '出行']",位置,1,1.0,0,2
H01,2020-01-01,升级了房间 延迟退房 很赞,标准客房,0.0,0.8565000295639038,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['升级', '房间', '延迟', '退房', '赞']",服务,1,-1.0,1,1
H01,2020-01-01,这几年，每年都会来广州，每次都会住**酒店。因为位置好，酒店的性价比也不错，这次给免费升级了大房间。,标准客房,2.0,0.5995000004768372,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['几年', '广州', '每次', '住', '位置', '性价比', '不错', '免费', '升级', '房间']",位置,1,1.0,2,2
H01,2020-01-01,超五星好评,高级客房,4.0,0.5070000290870667,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['超', '五星', '好评']",设施,1,1.5,3,3
H01,2020-01-01,酒店干净卫生，服务很好！,标准客房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['干净', '卫生', '服务']",卫生,1,1.0,4,2
H01,2020-01-01,酒店位置??，属于传统的标准五星酒店，唯一遗憾的就是浴室只有浴缸，没有淋浴间。,标准客房,2.0,0.9142000079154968,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '传统', '标准', '五星', '唯一', '遗憾', '浴室', '浴缸', '淋浴间']",位置,1,-1.0,5,1
H01,2020-01-02,酒店设施稍微有点旧，但地理位置确实优越,标准客房,2.0,0.8773999810218811,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['酒店设施', '稍微', '旧', '地理位置', '确实', '优越']",位置,1,1.0,6,2
H01,2020-01-02,地理位置很好 房间干净整洁,标准客房,1.0,0.6126000285148621,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['地理位置', '房间', '干净', '整洁']",卫生,1,1.0,7,2
H01,2020-01-02,酒店地理位置非常好！地铁口出来100米。服务态度也非常棒！而且酒店管理在不断进步中！下次还会入住，点赞！,标准客房,6.0,0.4510999917984009,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['地理位置', '地铁口', '米', '服务态度', '棒', '管理', '不断进步', '中', '下次', '入住', '点', '赞']",设施,1,1.0,8,2
H01,2020-01-02,距离广州东站非常近，接送客人方便，价格合理可以接受，早餐不错能吃好吃饱，品种齐全，适合老幼妇孺自行选择食用。,标准客房,2.0,0.6772000193595886,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['距离', '广州东站', '接送', '客人', '价格合理', '接受', '早餐', '不错', '吃', '好吃', '品种齐全', '适合', '老幼', '妇孺', '自行', '选择', '食用']",位置,1,3.0,9,5
