酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H31,2020-01-01,酒店不错 性价比很高,豪华客房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '性价比', '高']",性价比,31,1.0,15206,3
H31,2020-01-01,環境不錯不过位置在东站隔壁29樓看不到广州塔 完全被遮住了,豪华客房,3.0,0.5422999858856201,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['環境', '不錯', '位置', '东站', '隔壁', '樓', '看不到', '广州', '塔', '遮住']",性价比,31,1.0,15207,3
H31,2020-01-01,非常满意的前台接待，房型满意，提早入住高楼层，视野很好！,豪华客房,0.0,0.9139000177383424,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['满意', '接待', '房型', '满意', '提早', '入住', '高', '楼层', '视野']",服务,31,2.0,15208,5
H31,2020-01-02,酒店服务还不错,活力豪华客房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '不错']",性价比,31,1.0,15209,3
H31,2020-01-02,有室内外两个游泳池 棒 加温不冷 五星好评 服务也五星,豪华客房,6.0,0.6545000076293945,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['室内外', '两个', '游泳池', '棒', '加温', '冷', '五星', '好评', '服务', '五星']",设施,31,1.0,15210,3
H31,2020-01-02,有室内外两个游泳池 棒 加温不冷 五星好评,豪华客房,6.0,0.7605000138282776,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['室内外', '两个', '游泳池', '棒', '加温', '冷', '五星', '好评']",设施,31,1.0,15211,3
H31,2020-01-03,非常好，大力推荐。位置好，服务好,豪华客房,5.0,0.7853000164031982,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['推荐', '位置', '服务']",性价比,31,1.0,15212,3
H31,2020-01-04,房间很大 景观很好,活力豪华客房,5.0,0.7847999930381775,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['房间', '很大', '景观']",性价比,31,1.0,15213,3
H31,2020-01-04,位置很好，适合商务出行,豪华客房,2.0,0.8284000158309937,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '适合', '商务', '出行']",位置,31,1.0,15214,3
H31,2020-01-05,万豪的酒店做的都不错，希尔顿跟**考虑了一下性价比还是挺高的,豪华客房,3.0,0.6427000164985657,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['万豪', '做', '不错', '希尔顿', '性价比', '高']",性价比,31,1.0,15215,3
H31,2020-01-05,早餐丰富，交通方便。,豪华客房,5.0,0.7141000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '交通']",性价比,31,1.0,15216,3
H31,2020-01-06,早餐还可以，感觉有点旧，服务很热情方便，地理位置好，离购物中心和美食广场不远，吃饭很方便，值得推荐，房间够大,豪华客房,2.0,0.4826000034809112,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早餐', '感觉', '旧', '服务', '热情', '地理位置', '购物中心', '美食', '广场', '不远', '吃饭', '值得', '推荐', '房间', '够']",位置,31,3.0,15217,5
H31,2020-01-06,去了很多次了，设施还算齐全,活力豪华客房,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['设施', '算', '齐全']",性价比,31,1.0,15218,3
H31,2020-01-06,服务好，环境好,豪华客房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '环境']",性价比,31,1.0,15219,3
H31,2020-01-06,非常干净，床很舒服服务很好下次再来,豪华客房,3.0,0.4555999934673309,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['干净', '床', '舒服', '服务', '下次']",性价比,31,1.0,15220,3
H31,2020-01-07,酒店前面有市政工程在进行中，早上7点多，打桩机就开始工作了，噪音很大。我理解这不是酒店的错，但是酒店应该履行告知的义务，可惜酒店没有，差评！ 酒店房间里的设计非常奇怪，浴室里面，淋浴间和座厕的两个小隔间公用一个推拉门，而且推拉门的质量非常差，使用中噪音很大，非常不舒服。 在办理入住的时候，询问房间是否能够开窗，前天的美女说不能；当我表示我有哮喘，如果不能开窗透气我就无法入住后，又改口说，可以开窗。 总之，这是我住过的最差的**酒店品牌的酒店，没有之一。以后绝对不会再住了。,豪华客房,6.0,0.6168000102043152,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['市政工程', '中', '早上', '点', '打桩机', '工作', '噪音', '很大', '理解', '错', '履行', '告知', '义务', '可惜', '差', '评', '房间', '里', '设计', '奇怪', '浴室', '淋浴间', '座厕', '两个', '隔间', '公用', '推拉门', '推拉门', '质量', '差', '中', '噪音', '很大', '舒服', '办理', '入住', '询问', '房间', '开窗', '前天', '美女', '哮喘', '开窗', '透气', '入住', '改口说', '开窗', '住', '最差', '品牌', '住']",设施,31,0.0,15221,1
H31,2020-01-07,位置很好，房间不小，其他没体验,活力豪华客房,3.0,0.5634999871253967,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['位置', '房间', '不小', '体验']",性价比,31,1.0,15222,3
H31,2020-01-07,位置不错，其他没太多体验，房间不小,豪华客房,3.0,0.5214999914169312,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['位置', '不错', '太', '体验', '房间', '不小']",性价比,31,1.0,15223,3
H31,2020-01-08,旁边扩建房子太吵了................................................,活力豪华客房,3.0,0.8733999729156494,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['旁边', '扩建', '房子', '太', '吵', '................................................']",性价比,31,1.0,15224,3
H31,2020-01-08,隔音效果非常好，交通便利,豪华客房,5.0,0.418500006198883,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['隔音', '效果', '交通', '便利']",性价比,31,1.0,15225,3
H31,2020-01-09,看图片评论帮朋友选的酒店，主要喜欢这里的装修，其他的都还蛮不错的，家具设施，房间布置，地理位置，房间景观，都是朋友想要的那种，性价比也不错。,豪华客房,0.0,0.3488999903202057,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['图片', '评论', '帮', '朋友', '选', '喜欢', '装修', '不错', '家具', '设施', '房间', '布置', '地理位置', '房间', '景观', '朋友', '想要', '那种', '性价比', '不错']",服务,31,1.0,15226,3
H31,2020-01-09,酒店确实比较旧，服务也一般。原来以为一样是万豪旗下的，应该服务各方面都应该差不多，入住后，总体就是感觉说不出哪里不好，但就是没有五星级酒店的体验。,豪华客房,3.0,0.5411999821662903,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['确实', '旧', '服务', '万豪', '旗下', '服务', '入住', '总体', '感觉', '说不出', '不好', '五星级', '体验']",性价比,31,0.0,15227,1
H31,2020-01-11,好，很好，各方面感觉都很不错,豪华单人房,5.0,0.7131999731063843,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['感觉', '不错']",性价比,31,1.0,15228,3
H31,2020-01-11,酒店很好，空间大很舒服,豪华客房,5.0,0.4749999940395355,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['空间', '舒服']",性价比,31,1.0,15229,3
H31,2020-01-12,酒店位置便利 附近配套齐备 酒店房间布局合理 舒适 不过双床房的单人床有点小毛巾舒服设施齐全 24小时健身房,豪华客房,5.0,0.4927000105381012,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '便利', '配套', '齐备', '房间', '布局合理', '舒适', '双', '床房', '单人床', '毛巾', '舒服', '设施', '齐全', '小时', '健身房']",性价比,31,3.0,15230,5
H31,2020-01-12,很喜欢这个风格,豪华客房,1.0,0.7141000032424927,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['喜欢', '风格']",卫生,31,1.0,15231,3
H31,2020-01-12,早餐真的很棒,豪华客房,5.0,0.7843000292778015,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '真的', '很棒']",性价比,31,1.0,15232,3
H31,2020-01-12,早餐很棒，位置非常好,活力豪华客房,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '很棒', '位置']",性价比,31,1.0,15233,3
H31,2020-01-13,感觉不错！！！,豪华客房,5.0,0.7132999897003174,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['感觉', '不错']",性价比,31,1.0,15234,3
H31,2020-01-16,位置优越，价格公道适合出行,活力豪华客房,2.0,0.6589000225067139,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '优越', '价格公道', '适合', '出行']",位置,31,1.0,15235,3
H31,2020-01-16,非常好，服务号，卫生好,活力豪华客房,1.0,0.7853999733924866,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '号', '卫生']",卫生,31,1.0,15236,3
H31,2020-01-16,服务好，卫生好！,活力豪华客房,1.0,0.7141000032424927,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '卫生']",卫生,31,1.0,15237,3
