酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H46,2020-01-01,服务很好 餐厅刀削面好吃,高级双床房,5.0,0.8253999948501587,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '餐厅', '刀削面', '好吃']",性价比,46,1.0,19774,3
H46,2020-01-01,厕所马桶的按钮真的太难按了，楼层的视野还是不错的,高级大床房,5.0,0.4239000082015991,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['厕所', '马桶', '按钮', '真的', '太难', '按了', '楼层', '视野', '不错']",性价比,46,1.0,19775,3
H46,2020-01-01,房间十分舒适，前台接待员1022服务非常好，很热情让人感觉十分亲切。,高级大床房,1.0,0.7506999969482422,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '舒适', '接待员', '服务', '热情', '感觉', '亲切']",卫生,46,3.0,19776,5
H46,2020-01-01,房间很满意，前台接待员1022服务很热情，安排的房间十分舒适，给1022点赞,高级大床房,1.0,0.8141000270843506,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '满意', '接待员', '服务', '热情', '安排', '房间', '舒适', '点', '赞']",卫生,46,3.0,19777,5
H46,2020-01-01,环境服务都很好,高级大床房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '服务']",性价比,46,1.0,19778,3
H46,2020-01-01,视野开阔，位置不错,高级双床房,5.0,0.8284000158309937,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['视野', '开阔', '位置', '不错']",性价比,46,1.0,19779,3
H46,2020-01-02,跟老公一起跨年，免费升级了房间还不错,高级大床房,2.0,0.5385000109672546,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['老公', '跨', '年', '免费', '升级', '房间', '不错']",位置,46,1.0,19780,3
H46,2020-01-02,性价比还算可以，服务态度休息，酒店有一定年份设施比较陈旧了,花园景观大床房,5.0,0.7091000080108643,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['性价比', '算', '服务态度', '休息', '年份', '设施', '陈旧']",性价比,46,0.0,19781,1
H46,2020-01-02,体验感极差 凌晨三点因宝宝认床刚睡着 而叫的外卖已经到了楼下 我以跟外卖小哥沟通说送不上来烦请客房送一送. 外卖到达楼下后小哥打电话给我 说是酒店必须要求本人下来拿 我说了小孩刚睡着我必须要顾好 这次酒店体验感极差！,高级大床房,6.0,0.490200012922287,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['体验', '感', '极差', '凌晨', '三点', '宝宝', '认床', '睡着', '外卖', '楼下', '外卖', '小哥', '沟通', '送', '烦请', '客房', '送', '送', '外卖', '到达', '楼下', '小哥', '打电话', '小孩', '睡着', '要顾', '体验', '感', '极差']",设施,46,1.0,19782,3
H46,2020-01-02,酒店服务不错,高级双床房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '不错']",性价比,46,1.0,19783,3
H46,2020-01-03,各方面条件还真的不错。下次朋友来继续入住。,高级大床房,0.0,0.876800000667572,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['条件', '真的', '不错', '下次', '朋友', '入住']",服务,46,1.0,19784,3
