景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A02,2020-11-07,第一次来海洋馆，感觉好神奇啊！水母，白鲸，海豚，海豹，海象，企鹅，北极狐，北极熊，各有各的可爱，还有其他的陆地动物，也都很值得观赏。园区内有激流勇进等很多惊险的娱乐项目，但是如果入园晚的话，一天时间就好紧张，几乎没有时间玩，因为还需要排队。游览是要关注几场表演，包括海豚的，白鲸的，都很好看，只是觉得动物们有点可怜。晚上有很炫酷的烟花秀，配合着七彩光下的喷泉表演，还是很值得一看的。园区里的餐厅都挺贵的，建议自己偷偷带些吃的。,12.0,0.3465999960899353,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['第一次', '海洋馆', '感觉', '神奇', '水母', '白鲸', '海豚', '海豹', '海象', '企鹅', '北极狐', '北极熊', '可爱', '陆地', '动物', '值得', '观赏', '园区', '激流勇进', '惊险', '娱乐', '项目', '入园', '晚', '紧张', '排队', '游览', '关注', '几场', '表演', '包括', '海豚', '白鲸', '好看', '动物', '可怜', '晚上', '炫酷', '烟花', '秀', '配合', '七彩', '喷泉', '表演', '值得一看', '园区', '餐厅', '挺贵', '建议', '偷偷', '吃']",设施,2,-1.0,4594,1
A02,2020-11-21,值得一去的游玩场所，不管小孩，不同年龄玩的项目都有。,0.0,0.670199990272522,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['值得', '一去', '场所', '年龄', '项目']",卫生,2,1.0,4595,2
A02,2020-10-05,珠海横琴**景区一日游小结：前提，是实在不想辜负长长假期，小宝每天把珠海**挂嘴边，所以就网上订票，亲子票（2大1小，我家大宝是成人票），高速免费。1、关于游玩。园区确实不是很大，每个项目挨得很近。划重点了，人真的超级超级多，不过不挤挤好像对不起这8天假期。我们母子三人，游玩的目标就是看看看，胆子小没办法玩激烈的项目。除了海鸟馆没打卡，其他馆都打了，整体来说就是海底世界觉得还不错，演出我们全部打卡了。网红的水底鲸鲨馆太多人了，没办法拍照。顺带说下，鲸鲨馆大玻璃前面可以购买露营帐篷套餐，位置先到先得，500元，但是在鲸鲨旁边睡觉，嗯嗯，怪怪的。巡游方面基本到点收在大门入口的湖边肯定没错了，绕湖一周，那个龙马表演，路过身边的时候只觉得一股润滑油的味道，晚上7点的灯光巡游很不错，晚上8点的烟花也在湖边，可能是双节吧，这次主题很应节，运用了无人机、烟花和灯光搭配成一场非常不错的烟花表演，这时不得不称赞下园方，烟花表演的时候还喷了一些水，让空气好些。有个小攻略，由于灯光巡游和烟花表演是同一个区域，建议找湖边阶梯的地方站着就可以了，左边转身是灯光巡游，结束后一转身就是坐等烟花表演，因为真的有些人是6点不到就站着湖边位置了。2、关于吃喝方面。带了三个水壶，园区外面没有温水和热水，如果需要请进餐厅倒，找服务员就可以了。由于今天太热，我们都是买水喝，矿泉水6元，听状可乐8元，脉动12元，园区自制饮料18元，其他选择不多了，于是我也忘记买了多少，反正估计人手3瓶是有的。我们没有买餐饮套餐，只是饿了就停下来找吃的，非餐厅的小卖部，一个套餐盒饭68元，两条肠仔加一个鸡扒加一盒冰红茶（超市卖1元一盒那种），晚餐我们选择了大门口的餐厅，乌冬面108元，炒饭98元，反正不要考虑价钱就是了，不过味道还可以。我们是一个吃的女没带，园区说是不能带的，可能是国庆大多数了，今天书包没有检查，所以一堆人大袋小袋带进来了。3、关于衣物装备。记得戴帽子，不要傻乎乎带伞，人多，容易弄到别人。我们带了帽子，但是忘记带防晒了，所以晒了一天。有小朋友的，一定要推个小车，真的太实用了，什么不想拿的，不想背的，都可以塞车里。孩子下午睡了一会都是放车里的。一个带二娃的二妈，天气又热，又要看小的顾大的，身上的衣服湿了又干，干了又湿，头发戴着帽子由于出汗，耷拉着脑袋，有点衣衫不整的凌乱[捂脸],3.0,0.2457000017166137,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['珠海', '横琴', '一日游', '小结', '前提', '实在', '不想', '辜负', '长长', '假期', '小宝', '珠海', '挂', '嘴边', '网上', '亲子', '大小', '我家', '大宝', '成人', '高速', '免费', '园区', '确实', '很大', '项目', '挨', '划', '重点', '真的', '超级', '超级', '挤挤', '好像', '对不起', '这天', '假期', '母子', '目标', '胆子', '办法', '激烈', '项目', '海鸟', '馆', '打卡', '馆', '整体', '海底', '世界', '演出', '打卡', '网红', '水底', '鲸鲨', '馆', '太', '办法', '拍照', '顺带', '鲸鲨', '馆大', '玻璃', '购买', '露营', '帐篷', '套餐', '位置', '先', '先', '鲸鲨', '旁边', '睡觉', '怪怪的', '巡游', '点收', '大门', '入口', '湖边', '肯定', '没错', '绕', '湖', '一周', '龙马', '表演', '路过', '身边', '一股', '润滑油', '味道', '晚上', '灯光', '巡游', '晚上', '烟花', '湖边', '双节', '主题', '应节', '无人机', '烟花', '灯光', '搭配', '成', '一场', '烟花', '表演', '称赞', '下园', '烟花', '表演', '喷', '水', '空气', '好些', '有个', '攻略', '灯光', '巡游', '烟花', '表演', '同一个', '区域', '建议', '找', '湖边', '阶梯', '站', '左边', '转身', '灯光', '巡游', '结束', '转身', '坐等', '烟花', '表演', '真的', '不到', '站', '湖边', '位置', '吃喝', '三个', '水壶', '园区', '外面', '温水', '热水', '请', '进', '餐厅', '倒', '找', '服务员', '太', '热', '水', '喝', '矿泉水', '听', '状', '可乐', '脉动', '园区', '自制', '饮料', '选择', '不多', '忘记', '反正', '估计', '人手', '瓶', '餐饮', '套餐', '饿', '停下来', '找', '吃', '非', '餐厅', '小卖部', '套餐', '盒饭', '两条', '肠仔', '加', '鸡', '扒加', '一盒', '冰红茶', '超市', '卖', '一盒', '那种', '晚餐', '选择', '大门口', '餐厅', '乌冬', '面元', '炒饭', '反正', '价钱', '味道', '吃', '女', '园区', '国庆', '书包', '检查', '一堆', '人大', '袋', '小袋', '带进来', '衣物', '装备', '记得', '戴帽子', '傻乎乎', '伞', '弄', '帽子', '忘记', '防晒', '晒', '推', '小车', '真的', '太', '实用', '不想', '不想', '背', '塞车', '下午', '睡', '一会', '放', '车里', '二娃', '二妈', '天气', '热', '顾大', '身上', '衣服', '湿', '干', '干', '湿', '头发', '戴', '帽子', '出汗', '耷拉', '脑袋', '衣衫不整', '凌乱', '捂', '脸']",性价比,2,-1.0,4596,1
A02,2020-06-30,少一颗星是因为88元是抵消卷，不是管一份，里面的餐厅很多不开，我建议游客带面包进去，餐厅的东西很贵，服务也不好，里面有自动饮料贩卖机，矿泉水6块，饮料8块，可以接受的，建议大家看准剧场时间去看表演，可玩性不多，但是可观赏性很好很多小摊也不开,3.0,0.5548999905586243,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['少', '一颗', '星', '是因为', '抵消', '卷', '一份', '餐厅', '开', '建议', '游客', '面包', '餐厅', '东西', '贵', '服务', '不好', '自动', '饮料', '贩卖机', '矿泉水', '块', '饮料', '块', '接受', '建议', '看准', '剧场', '表演', '可玩性', '观赏性', '小摊', '不开']",性价比,2,-1.0,4597,1
A02,2020-09-26,比想象中的要好玩儿太多，绝对值得这个票价。几大剧场一定要去看，5D电影体验感超级强，让人身临其境，大呼过瘾，海豚表演、白鲸表演和海象表演都值得一看，与训练师的互动都特别和谐有爱，海豚表演还有小朋友互动，超级有爱。鲸鲨馆的巨型玻璃超级无敌，里面有好几条大鲸鲨。晚上的夜光巡游，花车很漂亮！烟花表演就像上演了一场好莱坞大片，烟花四起，美轮美奂，激光在空中打出各种海洋生物的形状，总之是一场超级棒的视听盛宴。还有其他各种过山车、水上游乐项目等等都没来得及体验。如果是年轻人，一天应该能把所有项目逛完，前提是不要排很久的队。如果带着孩子，逛一天还是挺累，最好玩两天！我们住的附近的马戏酒店，买的酒店套票，两天内可以随时进出。酒店设施也不错，很多东西都是孩子喜欢的风格，不足就是餐饮太贵。,1.0,0.2342000007629394,"风景, 表演, 值得, 一般般, 位于, 晚上, 好看, 建筑, 美丽, 大自然","['想象', '中', '好玩儿', '太', '值得', '票价', '剧场', '电影', '体验', '感', '超级', '强', '身临其境', '呼', '过瘾', '海豚', '表演', '白鲸', '表演', '海象', '表演', '值得一看', '训练', '师', '互动', '特别', '和谐', '爱', '海豚', '表演', '互动', '超级', '爱', '鲸鲨', '馆', '巨型', '玻璃', '超级', '无敌', '好几条', '鲸鲨', '晚上', '夜光', '巡游', '花车', '很漂亮', '烟花', '表演', '上演', '一场', '好莱坞', '大片', '烟花', '四起', '美轮美奂', '激光', '空中', '打出', '海洋生物', '形状', '一场', '超级', '棒', '视听', '盛宴', '过山车', '水上', '游乐', '项目', '体验', '年轻人', '项目', '逛', '前提', '排', '很久', '队', '逛', '挺累', '好玩', '两天', '住', '马戏', '套票', '两天', '进出', '酒店设施', '东西', '喜欢', '风格', '餐饮', '太贵']",服务,2,5.0,4598,5
A02,2020-06-14,买票要提前，不然价格会贵一点，晚了几小时下订价格就开始涨了十几块，吃饭要错开高峰期，我们一点多去吃以为算晚了，结果排队还是排了一小时还要站着别人桌子前等别人吃完才能抢到位置@雨林餐厅，大概两点半去就差不多了，人还算适中不挤，因为每个项目都排队停久的，玩耍2分钟排队一小时，所以最好做点攻略再去，基本上一天下来，我也就玩了两个项目，看就多了，看了四五个项目,3.0,0.2949999868869781,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['提前', '价格', '贵', '一点', '晚', '几小时', '下订', '价格', '涨', '十几块', '吃饭', '错开', '高峰期', '一点多', '吃', '算', '晚', '排队', '排', '站', '桌子', '前', '吃', '抢', '位置', '雨林', '餐厅', '两点', '半去', '算', '适中', '挤', '项目', '排队', '停久', '玩耍', '分钟', '排队', '做', '攻略', '两个', '项目', '四五个', '项目']",性价比,2,1.5,4599,3
A02,2020-08-13,孩子非常满意，大人累(o )热死了,2.0,0.6791999936103821,"好玩, 开心, 太, 天气, 项目, 特别, 舒服, 夏天, 热, 风景","['满意', '大人', '累', '热', '死']",设施,2,1.0,4600,2
A02,2020-05-31,来来来，敲黑板，划重点了！图片按照比例顺序来图一这个过山车真是爽，看着爽，有翻转，胆子大可以挑战，是里边最刺激的项目了；图二冰山过山车玩了两次，这个只有两次冲下来，爽，为了拍照更美坐第一排眼睛睁大，记得拍pose；图九5D影院体验三次，不错；图三比较平稳图四巡游在下午19:15图五空中飞人，很厉害！图六英雄庆典演出，一定要先去看5D电影哦！这里是相关的；图七图八海豚海狮表演，里边表演比较多小朋友都喜欢哦！之前怕一天玩不完就定了两天的票，其实一天足够了，上午到，下午进园到晚上足够园区不大，可以先从自己喜欢的项目开始，图一图二白天体验更好。整体来说不错,10.0,0.1922000050544738,"喜欢, 下次, 漂亮, 朋友, 值得, 去过, 机会, 字, 开心, 风景优美","['来来来', '敲', '黑板', '划', '重点', '图片', '比例', '顺序', '来图', '过山车', '爽', '看着', '爽', '翻转', '胆子', '挑战', '里边', '刺激', '项目', '图', '冰山', '过山车', '两次', '两次', '冲下来', '爽', '拍照', '美', '坐', '第一排', '眼睛', '睁', '记得', '拍', '图九', '影院', '体验', '三次', '图', '平稳', '图', '巡游', '下午', '图五', '空中飞人', '厉害', '图六', '英雄', '庆典', '演出', '先', '电影', '相关', '图', '七图八', '海豚', '海狮', '表演', '里边', '表演', '喜欢', '两天', '足够', '上午', '下午', '进园', '晚上', '足够', '园区', '先', '喜欢', '项目', '图', '图', '白天', '体验', '更好', '整体']",位置,2,4.0,4601,5
A02,2020-07-10,路上交通不方便，我们是跨市的，而且我们是倒公交的，不建议这种方式，因为我们从6:00出发到12:00才到的，路上交通非常的堵塞。   不过也还好，我们在下午5:00多的时候玩完了所有的项目，人很多，但是项目不会说规定人数，所以挺快的，而且我们有的项目还玩了两三遍。心情很棒，看到了很多不同的海洋生物，同时也在惊叹中国的科技如此发达。    除此之外，还要做好防晒，防晒，防晒。在门口拿一张公园指南。按照公园指南的路线玩，这样会节省很多的时间。,6.0,0.3528999984264374,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['路上', '交通', '跨市', '倒', '公交', '建议', '方式', '出发', '路上', '交通', '堵塞', '还好', '下午', '玩完', '项目', '项目', '人数', '挺快', '项目', '两三遍', '心情', '很棒', '海洋生物', '惊叹', '中国', '科技', '发达', '做好', '防晒', '防晒', '防晒', '门口', '一张', '公园', '指南', '公园', '指南', '路线', '节省']",服务,2,0.0,4602,1
A02,2020-01-24,好玩，看了好多剧场表演，真的太棒了,12.0,0.4769999980926513,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['好玩', '好多', '剧场', '表演', '真的', '太棒了']",设施,2,1.5,4603,3
