酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H19,2020-01-01,服务超级棒,高级客房,0.0,0.7853999733924866,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '超级', '棒']",服务,19,1.5,10559,3
H19,2020-01-01,早餐还不错，十点半没到有服务员来赶,高级客房,1.0,0.390500009059906,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['早餐', '不错', '十点', '没到', '服务员']",卫生,19,1.5,10560,3
H19,2020-01-01,毎月宿泊、部屋宿泊。非常。,高级客房,5.0,0.5299999713897705,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['毎', '月', '宿', '泊', '部屋', '宿泊']",性价比,19,1.5,10561,3
H19,2020-01-02,酒店很干净 入住方便 地理位置好,行政客房,1.0,0.4837000072002411,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['干净', '入住', '地理位置']",卫生,19,1.5,10562,3
H19,2020-01-02,房间比较小,高级客房,2.0,0.5692999958992004,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差",['房间'],位置,19,1.5,10563,3
H19,2020-01-02,早班飞机和晚班飞机的不二选择,豪华客房,2.0,0.8600999712944031,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早班', '飞机', '晚班', '飞机', '不二', '选择']",位置,19,1.5,10564,3
H19,2020-01-03,服务态度不好,豪华客房,6.0,0.7141000032424927,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['服务态度', '不好']",设施,19,-1.0,10565,1
H19,2020-01-03,有点儿小贵呦,高级客房,5.0,0.5356000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['有点儿', '小贵', '呦']",性价比,19,-1.0,10566,1
H19,2020-01-03,方便出行，服务好,豪华客房,2.0,0.4093999862670898,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['出行', '服务']",位置,19,1.5,10567,3
H19,2020-01-03,设施有点旧,高级客房,2.0,0.7138000130653381,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['设施', '旧']",位置,19,1.5,10568,3
H19,2020-01-04,服务很棒哦,豪华客房,1.0,0.7135999798774719,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '很棒']",卫生,19,1.0,10569,2
H19,2020-01-04,早餐很好 屋里也好,豪华客房,6.0,0.4104000031948089,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['早餐', '屋里']",设施,19,1.5,10570,3
H19,2020-01-04,干净 安静 方便搭乘早上飞机 晚餐也不错,高级客房,2.0,0.3323000073432922,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['干净', '安静', '搭乘', '早上', '飞机', '晚餐', '不错']",位置,19,1.0,10571,2
H19,2020-01-04,总体来看还不错，餐饮贵了一些,豪华客房,5.0,0.8284000158309937,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['总体', '不错', '餐饮', '贵']",性价比,19,1.5,10572,3
H19,2020-01-04,一般 唯一优点离航站楼近,行政客房,2.0,0.5625,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['唯一', '优点', '航站楼']",位置,19,1.5,10573,3
H19,2020-01-04,环境不错??位置方便,高级客房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '不错', '位置']",性价比,19,1.5,10574,3
H19,2020-01-04,早餐非常丰富 基本都有，有免费的停车位 如果坐晚上的飞机达到广州 最好就是** 方便 不用再打车跑出去，特别行李多带孩子！非常推荐,高级客房,2.0,0.8616999983787537,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早餐', '免费', '停车位', '坐', '晚上', '飞机', '广州', '不用', '打车', '跑出去', '特别', '行李', '孩子', '推荐']",位置,19,3.0,10575,5
H19,2020-01-05,还可以 就在机场里面 但是设备有点旧,高级客房,2.0,0.785099983215332,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '设备', '旧']",位置,19,1.5,10576,3
H19,2020-01-05,房间很舒服，主要是离机场很近！做早上的航班非常便利！早上酒店从5点开始，就每20min有小班车进T2航站楼！所以很方便！,高级客房,3.0,0.2851000130176544,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['房间', '舒服', '机场', '做', '早上', '航班', '便利', '早上', '点', '班车', '进', '航站楼']",性价比,19,2.0,10577,4
H19,2020-01-05,服务非常满意,高级客房,0.0,0.7135999798774719,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '满意']",服务,19,1.0,10578,2
H19,2020-01-05,住这里就是转机的时候入住，没啥特别的。就是图方便。,高级客房,3.0,0.4839000105857849,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['住', '转机', '入住', '特别', '图']",性价比,19,1.0,10579,2
H19,2020-01-05,服务真的很棒 设施有一点点旧,高级客房,5.0,0.4014999866485595,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '真的', '很棒', '设施', '一点点', '旧']",性价比,19,0.0,10580,1
H19,2020-01-06,早点还好，靠近机场很方便。,豪华套房,2.0,0.6258000135421753,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早点', '还好', '靠近', '机场']",位置,19,1.5,10581,3
H19,2020-01-07,很好的体验哦,高级客房,3.0,0.7135000228881836,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['很好', '体验']",性价比,19,1.5,10582,3
H19,2020-01-07,过了通道就是机场，方便！卫生、服务都很好！,豪华客房,1.0,0.6255000233650208,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['通道', '机场', '卫生', '服务']",卫生,19,1.0,10583,2
H19,2020-01-08,不错！还可以，转机方便，推荐！,豪华客房双床房,5.0,0.7850000262260437,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '转机', '推荐']",性价比,19,1.0,10584,2
H19,2020-01-08,很方便，服务态度好,高级客房,6.0,0.570900022983551,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验",['服务态度'],设施,19,1.5,10585,3
H19,2020-01-09,之前已经写过了，这家酒店都挺好的，早餐丰富，服务态度热情。,高级客房,1.0,0.5220999717712402,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['写', '这家', '挺好', '早餐', '服务态度', '热情']",卫生,19,1.0,10586,2
H19,2020-01-09,非常好，每次遇上早机或者夜归都会订这间酒店，这次还升级到套房，服务很好，早餐丰富，离T1航站楼三分钟路程，系机场最好的酒店了。,高级客房,4.0,0.3529999852180481,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['每次', '遇上', '早', '机', '夜归', '订', '这间', '升级', '套房', '服务', '早餐', '航站楼', '三分钟', '路程', '系', '机场']",设施,19,1.5,10587,3
H19,2020-01-09,适合转机出行,豪华套房,2.0,0.7856000065803528,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['适合', '转机', '出行']",位置,19,1.0,10588,2
H19,2020-01-09,地理位置优越,高级客房,2.0,0.7141000032424927,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地理位置', '优越']",位置,19,1.5,10589,3
H19,2020-01-09,在机场区，两个航站楼之间，酒店有免费巴士送客到航站楼,高级客房,0.0,0.4668999910354614,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['机场', '区', '两个', '航站楼', '之间', '免费', '巴士', '送客', '航站楼']",服务,19,1.0,10590,2
H19,2020-01-10,要坐早上的飞机很方便,高级客房,2.0,0.4817999899387359,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['坐', '早上', '飞机']",位置,19,1.5,10591,3
H19,2020-01-10,搭乘从广州白云机场出发早班机，商务客人必选酒店，环境优雅，餐厅口味丰富。从酒店步行至登机口，只需数分钟，极为便利,高级客房,2.0,0.6927000284194946,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['搭乘', '广州白云机场', '出发', '早', '班机', '商务', '客人', '必选', '环境', '优雅', '餐厅', '口味', '步行', '登机口', '需', '数分钟', '便利']",位置,19,2.0,10592,4
H19,2020-01-10,非常棒的酒店，去机场很方便！,行政客房,2.0,0.3962999880313873,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['棒', '机场']",位置,19,1.5,10593,3
H19,2020-01-10,到机场很方便，酒店有定时接送服务。,高级客房,2.0,0.4823000133037567,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '定时', '接送', '服务']",位置,19,1.5,10594,3
H19,2020-01-10,夜班飞机到广州，第二天一早就离店了。设施服务都是标准国际连锁五星酒店水准。早餐品种比较多，口味也不错。,高级客房,2.0,0.5235000252723694,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['夜班', '飞机', '广州', '第二天', '早就', '离店', '设施', '服务', '标准', '国际', '连锁', '五星', '水准', '早餐', '品种', '口味', '不错']",位置,19,1.5,10595,3
H19,2020-01-10,酒店位置非常优越，距离机场的两个航站楼都比较近，还有免费的汽车接驳，非常适合出行，早餐也非常好吃，赞一个哦。,豪华客房,2.0,0.5379999876022339,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '优越', '距离', '机场', '两个', '航站楼', '免费', '汽车', '接驳', '非常适合', '出行', '早餐', '好吃', '赞']",位置,19,2.0,10596,4
H19,2020-01-11,酒店服务好，近机场方便,高级客房,2.0,0.4138000011444092,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['服务', '机场']",位置,19,1.5,10597,3
H19,2020-01-12,酒店很差劲，设施已经老化得厉害。客房通道一股异味，房间的一次性用品都是低档货。客房就一张薄薄的被子。,高级客房,3.0,0.3174000084400177,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['差劲', '设施', '老化', '厉害', '客房', '通道', '一股', '异味', '房间', '一次性', '用品', '低档', '货', '客房', '一张', '薄薄的', '被子']",性价比,19,-1.0,10598,1
H19,2020-01-12,离机场非常近 安静 舒适,高级客房,5.0,0.4151999950408935,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['机场', '安静', '舒适']",性价比,19,2.0,10599,4
H19,2020-01-12,位置非常好，服务也比较到位,高级客房,5.0,0.4275999963283539,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '服务', '到位']",性价比,19,1.5,10600,3
H19,2020-01-12,环境非常好，交通方便，已经多次入住，推荐赶早机的朋友们。 环境非常好，交通方便，已经多次入住，推荐赶早机的朋友们。,高级客房,0.0,0.6748999953269958,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['环境', '交通', '入住', '推荐', '赶早', '机', '朋友', '环境', '交通', '入住', '推荐', '赶早', '机', '朋友']",服务,19,2.0,10601,4
H19,2020-01-13,就在机场中间，开车可到酒店大门口，非常方便。,高级客房（双床）,2.0,0.7856000065803528,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '开车', '大门口']",位置,19,1.5,10602,3
H19,2020-01-13,环境舒适，前台服务员礼貌周到！,高级客房,1.0,0.8565999865531921,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['环境', '舒适', '服务员', '礼貌', '周到']",卫生,19,3.0,10603,5
H19,2020-01-13,离机场五分钟车程，还算近,豪华客房,2.0,0.8278999924659729,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '五分钟', '车程', '算近']",位置,19,1.5,10604,3
H19,2020-01-13,国际品牌就是值得信赖,高级客房,5.0,0.4390999972820282,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['国际品牌', '值得', '信赖']",性价比,19,2.0,10605,4
H19,2020-01-13,酒店环境棒棒哒，早餐很丰富，行李生服务态度非常好，下次还来。,高级客房,1.0,0.4905000030994415,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['环境', '棒棒', '哒', '早餐', '行李', '生', '服务态度', '下次']",卫生,19,1.5,10606,3
H19,2020-01-13,多次入住该酒店，非常适合早晚航班的旅客使用，步行到T1航站楼只有几百米。整体而言，酒店还是很不错的，大致符合五星级酒店的水平。比较遗憾的是房间太小，淋浴间太小，洗浴的热水量也很小，洗个澡也不痛快，总感觉洗不干净的。建议酒店改善。,高级客房,2.0,0.6532999873161316,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['入住', '非常适合', '早晚', '航班', '旅客', '步行', '航站楼', '几百米', '整体而言', '不错', '符合', '五星级', '水平', '遗憾', '房间', '太小', '淋浴间', '太小', '洗浴', '热', '水量', '很小', '洗', '澡', '痛快', '总', '感觉', '洗', '干净', '建议', '改善']",位置,19,2.0,10607,4
H19,2020-01-14,就在白云机场边上，方便商务出差，也有各航司留宿过夜，算是国内首屈的机场酒店。,豪华客房,2.0,0.5753999948501587,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['白云机场', '边上', '商务', '出差', '航司', '留宿', '过夜', '算是', '国内', '首屈', '机场']",位置,19,1.5,10608,3
H19,2020-01-14,帮朋友预定，酒店在航站楼对面，对于早机或晚班到达的人来讲，很是方便。酒店干净卫生，还是很不错的，值得推荐。,豪华客房,0.0,0.5669000148773193,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['帮', '朋友', '预定', '航站楼', '对面', '早机', '晚班', '到达', '干净', '卫生', '不错', '值得', '推荐']",服务,19,3.0,10609,5
H19,2020-01-14,非常棒的住宿体验,豪华客房,0.0,0.7856000065803528,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['棒', '住宿', '体验']",服务,19,1.5,10610,3
H19,2020-01-14,感觉挺好的,豪华套房,3.0,0.5708000063896179,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高",['感觉'],性价比,19,1.5,10611,3
H19,2020-01-14,酒店很好，第二天一早赶飞机很方便,豪华客房,3.0,0.3276000022888183,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['第二天', '一早', '飞机']",性价比,19,1.5,10612,3
H19,2020-01-14,还不错，到机场方便。早餐品种偏少,豪华套房,5.0,0.4772999882698059,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '机场', '早餐', '品种', '偏少']",性价比,19,1.5,10613,3
H19,2020-01-14,非常谢谢酒店的升级，这个酒店可以说是整个广州白云机场最好的选择，方便，便捷，舒适！,高级客房,4.0,0.8769000172615051,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['谢谢', '升级', '广州白云机场', '选择', '便捷', '舒适']",设施,19,2.0,10614,4
H19,2020-01-16,方便实用转机，在机场的酒店中是五星级标准的，房间干净整洁实用，如果下次转机还会再次入住，非常安静，隔音好,高级客房,6.0,0.7487000226974487,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['实用', '转机', '机场', '中', '五星级', '标准', '房间', '干净', '整洁', '实用', '下次', '转机', '入住', '安静', '隔音']",设施,19,4.0,10615,5
H19,2020-01-16,很舒适的酒店，坐早上航班必选入住的酒店，,豪华套房,3.0,0.477400004863739,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['舒适', '坐', '早上', '航班', '选入', '住']",性价比,19,1.0,10616,2
H19,2020-01-16,很方便，如果停车再优惠些就好了,高级客房,0.0,0.7139000296592712,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['停车', '优惠']",服务,19,1.5,10617,3
H19,2020-01-17,酒店卫生干净，环境不错。服务人员热情，礼貌。对坐早班机的旅客是不错的选择。,行政客房,1.0,0.4456000030040741,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['卫生', '干净', '环境', '不错', '服务', '人员', '热情', '礼貌', '坐', '早', '班机', '旅客', '不错', '选择']",卫生,19,3.0,10618,5
H19,2020-01-17,因为飞机比较早，机场酒店是不二选择,豪华客房,2.0,0.8569999933242798,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['飞机', '早', '机场', '不二', '选择']",位置,19,1.5,10619,3
H19,2020-01-17,出行便利和客房指示牌有改善空间,高级客房,5.0,0.4957999885082245,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['出行', '便利', '客房', '指示牌', '改善', '空间']",性价比,19,2.0,10620,4
H19,2020-01-18,非常好的入住体验！,行政客房,0.0,0.713699996471405,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['入住', '体验']",服务,19,1.5,10621,3
H19,2020-01-18,非常好的入住体验！,高级客房,0.0,0.713699996471405,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['入住', '体验']",服务,19,1.5,10622,3
H19,2020-01-19,**嘛，一如既往的优秀快捷，给升级了行政房，很贴心，枕头很舒服,高级客房,1.0,0.3729999959468841,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['一如既往', '优秀', '快捷', '升级', '行政', '房', '贴心', '枕头', '舒服']",卫生,19,2.0,10623,4
H19,2020-01-19,赶飞机真的好方便,豪华客房,2.0,0.7131999731063843,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['飞机', '真的']",位置,19,1.5,10624,3
