景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A12,2020-10-22,非常漂亮，景色优美，空气清新，鸟语花香！到处都是一幅幅风景画！提前一天订票会便宜一点，现场买票成人要57元，提前一天在网上订票43元。到了**不需要去购票窗口兑换，凭着短信的二维码直接刷进去就ok了，非常方便。里面有捞鱼工具和渔粮卖，不需要在外面买，鱼粮五元有超级一大袋了。小孩大人搜喜欢喂鱼，超级大超级多超级美的锦鲤。还有捞鱼区域，小孩大人都喜欢，有工作人员不定时放一些小鱼出来，小鱼都很敏捷，比较难捞，但都会有收获的。很好的一个地方，会再来的。,4.0,0.305400013923645,"便宜, 价格, 优惠, 网上, 现场, 不用, 实惠, 排队, 购票, 订","['漂亮', '景色', '优美', '空气清新', '鸟语花香', '一幅幅', '风景画', '提前', '便宜', '一点', '现场', '成人', '提前', '网上', '购票', '窗口', '兑换', '凭着', '短信', '二维码', '刷', '捞鱼', '工具', '渔粮', '卖', '外面', '鱼粮', '五元', '超级', '一大', '袋', '大人', '搜', '喜欢', '喂鱼', '超级', '超级', '超级', '美的', '锦鲤', '捞鱼', '区域', '大人', '喜欢', '工作人员', '定时', '放', '小鱼', '小鱼', '敏捷', '难', '捞', '收获', '很好', '再来']",性价比,12,7.0,35704,5
A12,2020-09-14,挺好的，进园很方便，直接滴二维码就可以了,4.0,0.5192000269889832,"便宜, 价格, 优惠, 网上, 现场, 不用, 实惠, 排队, 购票, 订","['进园', '滴', '二维码']",性价比,12,1.5,35705,3
A12,2020-07-03,|地点|位于番禺的**，比较多家庭会带上小朋友来自驾游也是叔叔阿姨们的宝地|环境|里面有一条人工河贯穿，到处都能看到大锦鲤金灿灿，是个拍照福地|服务|每到一定时间就会有人放鱼，然后就很多人一窝蜂地去捞鱼啦所以**门口非常多卖渔具鱼粮的阿姨可以讲价#想用点评记录生活中美好的点滴。时时回味，时时珍惜。,6.0,0.2583999931812286,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['地点', '位于', '番禺', '家庭', '带上', '自驾游', '叔叔', '阿姨', '宝地', '环境', '一条', '人工河', '贯穿', '锦鲤', '金灿灿', '拍照', '福地', '服务', '有人', '放鱼', '一窝蜂', '捞鱼', '门口', '卖', '渔具', '鱼粮', '阿姨', '讲价', '想用', '点评', '记录', '生活', '中', '美好', '点滴', '时时', '回味', '时时', '珍惜']",服务,12,1.0,35706,2
A12,2020-09-14,挺好的，很方便，园内景点很美，很好啊啊啊啊啊啊啊啊啊啊啊,5.0,0.5134000182151794,"温泉, 服务, 服务态度, 满意, 泡温泉, 热情, 家人, 工作人员, 方便快捷, 态度","['园内', '美', '啊啊啊', '啊啊啊', '啊啊啊']",服务,12,1.5,35707,3
A12,2020-03-29,景区还可以吧，顺路过来玩玩还可以，但如果是专程过来的话………说实话不太值得。景区内很多都是人造景点，去的时候很多地方都在施工，也不是旺季，人不多，景区里的锦鲤很多，买了几包鱼食喂，在里面呆了30分钟左右，不是特别大，逛一圈很快就逛完了……,0.0,0.3810999989509582,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['顺路', '玩玩', '专程', '说实话', '太', '值得', '人造', '施工', '旺季', '人不多', '锦鲤', '几包', '鱼食', '呆', '分钟', '特别', '逛', '一圈', '很快', '逛']",卫生,12,2.0,35708,4
A12,2020-02-26,广州**风光**林艺术精，巨幅壁画塑花城。清明上河图壮丽，吐艳和鸣影壁臻。古色古香宫殿影，瑶池仙苑水乡情。观音王母旅游地，南海龙王度假村。卅六虹桥仙女渡，盘龙洞里百花馨。龙图宝墨藏珍馆，独具匠心文化城。,12.0,0.4334000051021576,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['广州', '风光', '林', '艺术', '精', '巨幅', '壁画', '塑', '花城', '清明上河图', '壮丽', '吐艳', '和鸣', '影壁', '臻', '古色古香', '宫殿', '影', '瑶池', '仙苑', '水乡', '情', '观音', '王母', '南海', '龙王', '度假村', '卅六', '虹桥', '仙女', '渡', '盘龙', '洞', '百花', '馨', '龙图宝', '墨藏', '珍馆', '独具匠心', '文化城']",设施,12,2.0,35709,4
A12,2020-04-06,扫码进园，很方便！园内观景优美，是个休闲的好地方，无论走到哪里都会有长椅或椅子可以坐，很人性化的设计。总体感觉很不错！,3.0,0.4436999857425689,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['扫码', '进园', '园内', '观景', '优美', '休闲', '走', '长椅', '椅子', '坐', '人性化', '设计', '总体', '感觉']",性价比,12,1.0,35710,2
A12,2020-02-18,当天的票只能是现场买，价格小贵，虽然也是几十蚊，APP也不能用当天的，所以一定是提前买。闲逛1.5小时就可以离开了，停车位是满足的。,4.0,0.4641000032424927,"便宜, 价格, 优惠, 网上, 现场, 不用, 实惠, 排队, 购票, 订","['当天', '只能', '现场', '价格', '小贵', '几十', '蚊', '当天', '提前', '闲逛', '离开', '停车位']",性价比,12,-1.0,35711,1
A12,2020-05-23,这里都是坑人，骗人拍照片！你进店里没有和你说明白收费问题！,3.0,0.4395000040531158,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['坑人', '骗人', '拍照片', '进', '店里', '明白', '收费']",性价比,12,0.0,35712,1
A12,2020-03-03,好棒的岭南文化景区！有好美广州樱花，拍照太好了！有张大千等名家展品，欣赏太过瘾了！有岭南文化建筑，五彩琉璃玻璃太美了……。超过瘾的周末度假体验，值得一玩！,12.0,0.2335000038146972,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['棒', '岭南文化', '美', '广州', '樱花', '拍照', '太好了', '张大千', '名家', '展品', '欣赏', '太', '过瘾', '岭南文化', '建筑', '五彩', '琉璃', '玻璃', '太美', '超过', '瘾', '周末', '度假', '体验', '值得']",设施,12,3.0,35713,5
