景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A19,2020-08-17,管理混乱，维护不到位。,5.0,0.692300021648407,"温泉, 服务, 服务态度, 满意, 泡温泉, 热情, 家人, 工作人员, 方便快捷, 态度","['管理混乱', '维护', '到位']",服务,19,1.5,43360,3
A19,2020-05-27,**湖是一个非常大的人工湖，位于河源郊区，从市区开车过去约30分钟车程。风景确实很优美，坐在船上赏景非常的惬意，舒适，值得一去的地方。,0.0,0.2928000092506408,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['湖', '人工湖', '位于', '河源', '郊区', '市区', '开车', '约', '分钟', '车程', '风景', '确实', '优美', '坐在', '船上', '赏景', '惬意', '舒适', '值得', '一去']",卫生,19,5.0,43361,5
A19,2020-10-08,风景如画，值得去看看。,0.0,0.692300021648407,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['风景如画', '值得']",卫生,19,1.0,43362,2
A19,2020-01-26,对不起价格，上了三个岛（水月湾、镜花嶺、龙凤岛）岛上没有什么好看的，不知道是不是因为疫情的原因，湖水还是挺绿的。,12.0,0.4521999955177307,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['对不起', '价格', '三个', '岛', '水月湾', '镜花', '龙凤', '岛', '岛上', '好看', '疫情', '原因', '湖水', '绿']",设施,19,-1.0,43363,1
A19,2020-09-11,酒店环境整洁，房间布局堪称完美，优雅又不失情调，服务周到，让人无比舒心。给我营造了一种家的感觉，无论大处到小处都是那么无懈可击，价格也很实惠。,0.0,0.3648000061511993,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['环境', '整洁', '房间', '布局', '堪称', '完美', '优雅', '不失', '情调', '服务周到', '无比', '舒心', '营造', '一种', '家', '感觉', '大处', '处', '无懈可击', '价格', '实惠']",卫生,19,5.0,43364,5
A19,2020-04-02,游湖还不错 建议晴天来玩 水面很大 碧绿 周围绿化很不错 漂亮！岛上没有什么景观 可能是为了保护环境吧！,12.0,0.5813000202178955,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['游湖', '建议', '晴天', '水面', '很大', '碧绿', '绿化', '漂亮', '岛上', '景观', '保护环境']",设施,19,1.0,43365,2
A19,2020-02-09,湖水很清澈，空气很清新，让我有一次不错的节日游玩体验！我人生一次不错的体验吖，和老婆一起观赏湖水景色,0.0,0.3425999879837036,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['湖水', '清澈', '空气', '清新', '节日', '体验', '人生', '体验', '老婆', '观赏', '湖水', '景色']",卫生,19,1.0,43366,2
A19,2020-02-14,个人感觉一般，带小孩子去还是可以的，虽然可以游玩很久，三个岛就第一个有那么点可以拍照，其他2个可以忽略。整个过程3个小时，乘船去3个岛，每个岛上呆一会，最后上岸，没去过的可以带小朋友去坐船，湖的水和空气还是不错的，但是没什么特别，还有我买的是美团的票168，现场买192太贵了，不划算，建议去的还是提前买票,12.0,0.287200003862381,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['个人感觉', '久', '三个', '岛', '第一个', '拍照', '忽略', '过程', '乘船', '岛', '岛上', '呆', '一会', '上岸', '去过', '坐船', '湖', '水', '空气', '没什么', '特别', '美团', '现场', '太贵', '不划算', '建议', '提前']",设施,19,0.0,43367,1
A19,2020-11-28,去河源必去之地**湖，**湖风景区是我国最大的人工湖，湖水很绿，可能是供珠三角用水，没有被大量开发还是保持原生态，去坐坐船感受一下自然风景不错。。。,0.0,0.5102999806404114,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['河源', '湖', '湖', '风景区', '我国', '人工湖', '湖水', '绿', '供', '珠三角', '用水', '开发', '原生态', '坐', '坐船', '感受一下', '自然风景']",卫生,19,1.0,43368,2
A19,2020-05-05,疾控工作者和医务人员可免门票,1.0,0.0768999978899955,"风景, 表演, 值得, 一般般, 位于, 晚上, 好看, 建筑, 美丽, 大自然","['疾', '控', '工作者', '医务人员', '可免']",服务,19,1.5,43369,3
