酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H39,2020-01-01,地理位置不错，服务和环境非常到位,豪华3D观影大床房,5.0,0.5023999810218811,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['地理位置', '不错', '服务', '环境', '到位']",性价比,39,1.0,17737,3
H39,2020-01-01,WiFi网络很差,商务大床房,1.0,0.3815999925136566,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['网络', '差']",卫生,39,1.0,17738,3
H39,2020-01-01,酒店位置就在北京路附近，步行一路上有很多小吃，附近都是老城区老广州的烟火气。酒店房间很大，家具设施有些陈旧，但卫生还是很干净的，价位也合理。好评！,特惠双床房,2.0,0.5896999835968018,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '北京路', '步行', '一路上', '小吃', '老城区', '广州', '烟火', '气', '房间', '很大', '家具', '设施', '陈旧', '卫生', '干净', '价位', '好评']",位置,39,0.0,17739,1
H39,2020-01-01,位置方便，房间还行，性价比b?c,豪华三人房,5.0,0.8282999992370605,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '房间', '行', '性价比']",性价比,39,1.0,17740,3
H39,2020-01-01,位置方便，房间还行,商务大床房,5.0,0.7853000164031982,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '房间', '行']",性价比,39,1.0,17741,3
H39,2020-01-01,酒店房间非常大，住得很舒服，大写的好评,商务大床房,3.0,0.6337000131607056,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['房间', '住', '舒服', '大写', '好评']",性价比,39,1.0,17742,3
H39,2020-01-02,酒店环境卫生欠佳,商务双床房,6.0,0.3822999894618988,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['环境卫生', '欠佳']",设施,39,-1.0,17743,1
H39,2020-01-02,前台和餐厅服务极差，,特惠双床房,6.0,0.4641000032424927,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['餐厅', '服务', '极差']",设施,39,1.0,17744,3
H39,2020-01-02,位置：就在中山图书馆斜对面，离北京路很近。PS：门口有机场大巴的。服务：帮忙免费升级了套房，很赞。离店的时候，身份证忘拿了，前台打电话过来才知道，后面回去拿了，非常感谢。设施：套房空间很大（其他房型空间也是很大的），喜欢大空间的有福了。有浴缸可以泡澡。设施都是星级配置，但是装修时间有点久了，偏旧。早餐：种类还算丰富，糯米鸡和红薯很喜欢。综合来讲，酒店的性价比还是蛮高的，推荐。,商务大床房,6.0,0.2410999983549118,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['位置', '中山', '图书馆', '斜对面', '北京路', '门口', '机场', '大巴', '服务', '帮忙', '免费', '升级', '套房', '赞', '离店', '身份证', '忘', '打电话', '回去', '非常感谢', '设施', '套房', '空间', '很大', '房型', '空间', '很大', '喜欢', '空间', '有福', '浴缸', '泡澡', '设施', '星级', '配置', '装修', '时间', '久', '偏旧', '早餐', '种类', '算', '糯米鸡', '红薯', '喜欢', '综合', '性价比', '蛮高', '推荐']",设施,39,4.0,17745,5
H39,2020-01-02,换了名字不错,豪华浪漫圆床房,2.0,0.311599999666214,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['换', '名字', '不错']",位置,39,1.0,17746,3
