酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H49,2020-01-01,前台杨俊强的服务热情周到，环境好，交通方便。周边用餐也方便，比较愉快的一次出行。,豪华大床房,0.0,0.5633000135421753,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['杨俊', '强', '服务', '热情周到', '环境', '交通', '周边', '用餐', '愉快', '出行']",服务,49,1.0,20519,2
H49,2020-01-01,前台员工特别棒 特别是杨先生 酒店位置也很好 房间不错 总之还是很喜欢的,豪华大床房,1.0,0.5652999877929688,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['员工', '特别', '棒', '特别', '杨先生', '位置', '房间', '不错', '喜欢']",卫生,49,3.0,20520,4
H49,2020-01-01,年底的最后一次出行，圆满了！前台Steven小哥很棒，升了房型还送了早餐，房间还是很不错的，酒店位置也好，就是开业可能比较久了会稍微有点老，不过一点都不影响这次出行。还有西餐厅的Michelle服务 也很棒，早餐质量不错，总之特别愉快的一次出行,高级双床房,5.0,0.3702999949455261,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['年底', '出行', '圆满', '小哥', '很棒', '升', '房型', '送', '早餐', '房间', '不错', '位置', '开业', '久', '稍微', '一点', '影响', '出行', '西餐厅', '服务', '很棒', '早餐', '质量', '不错', '特别', '愉快', '出行']",性价比,49,5.0,20521,5
H49,2020-01-01,整体不错前台服务有待加强！,典雅豪华房,5.0,0.8282999992370605,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['整体', '不错', '服务', '有待']",性价比,49,2.0000000000000004,20522,3
H49,2020-01-01,早餐丰盛，服务好,豪华大床房,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '丰盛', '服务']",性价比,49,2.0000000000000004,20523,3
H49,2020-01-02,酒店位置極佳，就在地鐵站旁。自助早餐及晚餐的質素高，符合五星水準。我訂的房間送自助晚餐，真的十分驚喜！酒店位於旺區，方便遊覽，可以考慮再住！,高级客房,0.0,0.5583000183105469,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['位置', '極', '佳', '地鐵', '站旁', '自助', '早餐', '晚餐', '質素', '高', '符合', '五星', '水準', '訂', '房間', '送', '自助', '晚餐', '真的', '驚喜', '位', '於', '旺區', '遊覽', '考慮', '住']",服务,49,3.0,20524,4
H49,2020-01-02,不是第一次的选择了，**嘛，那必须是宾至如归的感觉啊，从大唐到电梯，到房间，每一步都是让人愉悦，主要还有酒店的香氛，太迷人了，哈哈哈哈,行政豪华房,2.0,0.3468999862670898,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['第一次', '选择', '宾至如归', '感觉', '大唐', '电梯', '房间', '一步', '愉悦', '香氛', '太', '迷人', '哈哈哈哈']",位置,49,2.0,20525,3
H49,2020-01-02,**嘛，那必须是宾至如归的感觉啊，从大唐到电梯，到房间，每一步都是让人愉悦，主要还有酒店的香氛，太迷人了，哈哈哈哈,豪华客房,2.0,0.3662000000476837,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['宾至如归', '感觉', '大唐', '电梯', '房间', '一步', '愉悦', '香氛', '太', '迷人', '哈哈哈哈']",位置,49,2.0,20526,3
H49,2020-01-03,地处中心区商务接待不错,豪华大床房,2.0,0.6419000029563904,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地处', '中心区', '商务', '接待', '不错']",位置,49,2.0000000000000004,20527,3
H49,2020-01-05,第一次入住深圳****酒店，第一印象就非常深刻。尤其是前台的Vicky，让我感觉宾至如归。来的比较早，但她还是帮我安排了干净的房间办理入住，免去了寄存行李等候的烦恼。下次来深圳还会选择**酒店，地理位置也非常方便。,豪华大床房,1.0,0.4167999923229217,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['第一次', '入住', '深圳', '第一印象', '深刻', '感觉', '宾至如归', '早', '帮', '安排', '干净', '房间', '办理', '入住', '免去', '寄存', '行李', '等候', '烦恼', '下次', '深圳', '选择', '地理位置']",卫生,49,0.0,20528,2
H49,2020-01-05,已经住了很多次**酒店，地理位置很好，服务人员也很热情，尤其是前台的Vicky。下次来深圳还会选择**酒店，不仅仅是因为地理位置好，更多的是因为对人的亲近，已经非常熟悉了。,高级双床房,1.0,0.3336000144481659,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['住', '地理位置', '服务', '人员', '热情', '下次', '深圳', '选择', '是因为', '地理位置', '更多', '是因为', '亲近', '熟悉']",卫生,49,3.0,20529,4
H49,2020-01-05,其实还可以的，就是感觉房间没那么大。,豪华大床房,3.0,0.713100016117096,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['感觉', '房间']",性价比,49,2.0000000000000004,20530,3
H49,2020-01-05,每次来入住都是**酒店，包括亲朋好友的首选都是**酒店。其中有一个员工叫杨金金非常优秀，帮我准备好房间，让我每次都有一个愉快的入住体验，以后都会选择这个酒店的！,高级双床房,0.0,0.4700999855995178,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['每次', '入住', '包括', '亲朋好友', '首选', '员工', '杨', '金金', '优秀', '帮', '房间', '每次', '愉快', '入住', '体验', '选择']",服务,49,2.0,20531,3
H49,2020-01-05,每次来入住都是**酒店，包括亲朋好友的首选都是**酒店。其中有一个员工叫杨金金非常优秀，帮我准备好房间，让我每次都有一个愉快的入住体验，以后都会选择这个酒店的！,豪华大床房,0.0,0.4700999855995178,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['每次', '入住', '包括', '亲朋好友', '首选', '员工', '杨', '金金', '优秀', '帮', '房间', '每次', '愉快', '入住', '体验', '选择']",服务,49,2.0,20532,3
H49,2020-01-06,旧了，服务也一般般。,豪华大床房,5.0,0.5974000096321106,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['旧', '服务', '一般般']",性价比,49,2.0000000000000004,20533,3
H49,2020-01-07,每次来深圳都喜欢住在深圳****酒店，这次入住酒店前台Lucky服务热情周到，为我精选调选了合适的房型，非常感谢她。,高级大床房,1.0,0.4952999949455261,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['每次', '深圳', '喜欢', '住', '深圳', '入住', '服务', '热情周到', '精选', '调选', '合适', '房型', '非常感谢']",卫生,49,3.0,20534,4
H49,2020-01-07,房間乾淨整潔，景觀也好,豪华客房,3.0,0.3477999866008758,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['房間', '乾', '淨', '整潔', '景觀']",性价比,49,2.0000000000000004,20535,3
H49,2020-01-09,来了好几次了，每次都能给我带来宾至如归的感觉。前台的俊强小弟，还有Bree跟Berina小姑娘，都记得住我，还有前台其它小伙伴也很棒，酒店位置比较方便，出门就是地铁站了。酒廊的风景不错，反正一直都会住这,高级双床房,2.0,0.650600016117096,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['几次', '每次', '带来', '宾至如归', '感觉', '俊强', '小弟', '小姑娘', '记得住', '小伙伴', '很棒', '位置', '出门', '地铁站', '酒廊', '风景', '不错', '反正', '住']",位置,49,1.0,20536,2
H49,2020-01-09,酒店服务不错，位置也很棒 特别是前台Steven,豪华大床房,5.0,0.8568000197410583,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '不错', '位置', '很棒', '特别']",性价比,49,2.0,20537,3
H49,2020-01-11,服務員服務良好，房間景觀不開揚第一時間更換，房間衞生程度不錯，附近吃喝方便,高级客房,4.0,0.4699999988079071,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['服務員', '服務', '房間', '景觀', '開揚', '第一', '時間', '換', '房間', '衞', '生', '程度', '不錯', '吃喝']",设施,49,2.0000000000000004,20538,3
H49,2020-01-11,都不错，就是性价比稍差,豪华大床房,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '性价比', '稍差']",性价比,49,2.0000000000000004,20539,3
H49,2020-01-12,洒店行近高鐵站，一行人book了四間房，房間空間頗大，雙人床比深圳一般酒店寬，早餐不錯，就是人大多。,高级客房,4.0,0.4566999971866607,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['洒', '店', '行', '高', '鐵站', '一行', '四間', '房', '房間', '空間', '頗', '雙', '床', '深圳', '寬', '早餐', '不錯', '人大']",设施,49,2.0000000000000004,20540,3
H49,2020-01-12,前台Vicky Yang非常热情主动地提供帮助，使得有一次愉快的入住体验在****酒店。酒店很大，服务很好，希望她们继续保持好的高质量服务。地理位置也很好噢！,高级双床房,0.0,0.7692000269889832,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['热情', '主动', '提供', '愉快', '入住', '体验', '很大', '服务', '希望', '高质量', '服务', '地理位置', '噢']",服务,49,4.0,20541,4
H49,2020-01-12,深圳****酒店是个不错的选择，地理位置也很好噢！酒店前台Vicky Yang安排好了房间，还做了免费升级，是一次非常好的入住体验。,高级大床房,2.0,0.510200023651123,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['深圳', '不错', '选择', '地理位置', '噢', '安排', '房间', '做', '免费', '升级', '入住', '体验']",位置,49,1.0,20542,2
