酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H50,2020-01-01,位置好，服务也不错，推荐！,童趣房,5.0,0.8282999992370605,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '服务', '不错', '推荐']",性价比,50,1.0,20749,4
H50,2020-01-01,经过装修后设施一流。房价偏高,高级大床房,5.0,0.7207000255584717,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['装修', '设施', '一流', '房价', '偏', '高']",性价比,50,1.0,20750,4
H50,2020-01-02,设施旧一点，还算干净，性价比高！,高级双床房,5.0,0.4260999858379364,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['设施', '旧', '一点', '算', '干净', '性价比', '高']",性价比,50,0.4999999999999999,20751,3
H50,2020-01-02,出差特别好，价格不贵，周边方便！就是隔音不好,高级双床房,5.0,0.4859000146389007,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['出差', '特别', '价格', '贵', '周边', '隔音', '不好']",性价比,50,0.0,20752,2
H50,2020-01-02,没吃早餐，周边去哪都方便,高级双床房,5.0,0.7853000164031982,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['吃', '早餐', '周边']",性价比,50,0.4999999999999999,20753,3
H50,2020-01-02,设施差点，但是方便！周边还蛮多吃的,高级双床房,5.0,0.5960999727249146,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['设施', '差点', '周边', '吃']",性价比,50,0.4999999999999999,20754,3
H50,2020-01-02,酒店看着很气派！房间也很干净，我们三个人没有订到套房，标间加了张床。酒店地理位置很好，周边商场，药店，饭店都很齐全。最方便的是机场大巴直达！,高级双床房,2.0,0.4232999980449676,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['看着', '气派', '房间', '干净', '三个', '订', '套房', '标间', '加', '张', '床', '地理位置', '周边', '商场', '药店', '饭店', '齐全', '机场', '大巴', '直达']",位置,50,1.0,20755,4
H50,2020-01-02,性价比可以，就是隔壁说话声太大，有点吵，隔音不好,高级双床房,6.0,0.8925999999046326,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['性价比', '隔壁', '说话声', '太', '吵', '隔音', '不好']",设施,50,-1.0,20756,1
H50,2020-01-02,酒店位置很方便。机场大巴直达。前台服务员很热情。没定早餐。,高级双床房,2.0,0.6844000220298767,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '机场', '大巴', '直达', '服务员', '热情', '没定', '早餐']",位置,50,1.0,20757,4
H50,2020-01-03,酒店还是不错的！服务热情！卫生干净。交通很方便，机场大巴直接到酒店！唯一遗憾的是附近饭店不多！总的来说还可以接受！,高级双床房,2.0,0.4801999926567077,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '服务', '热情', '卫生', '干净', '交通', '机场', '大巴', '唯一', '遗憾', '饭店', '接受']",位置,50,2.0,20758,5
H50,2020-01-04,酒店门口有机场大巴，来回机场方便。酒店房间干净，有枕头可以选择。赞??离苏宁广场很近10分钟，吃饭看电影方便。,高级双床房,2.0,0.7117999792098999,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['门口', '机场', '大巴', '来回', '机场', '房间', '干净', '枕头', '选择', '赞', '苏宁', '广场', '分钟', '吃饭', '电影']",位置,50,0.4999999999999999,20759,3
H50,2020-01-06,酒店装修非常不错，有新年的风格，值得推荐,高级双床房,5.0,0.3565999865531921,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['装修', '不错', '新年', '风格', '值得', '推荐']",性价比,50,2.0,20760,5
H50,2020-01-07,很安静，景色好,豪华大床房,5.0,0.713699996471405,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['安静', '景色']",性价比,50,1.0,20761,4
H50,2020-01-08,真是碰到奇葩人。入住出现些麻烦 要出处理 ，想着书包重不想带 前台说可以寄存。我拿去旁边寄存 什么态度啊一个大叔慢悠悠的太慢着说稍等。等一会就问有没有房卡 没有房卡寄存要收费。都解释了我要去派出所办理手续才能入住 我忘记带证件。我有订单号。怎么说都不可以。最后只好带到自己车上。 太无语。酒店装修已经老了。 位置也不好找 导航一直跑背面去。,豪华大床房,6.0,0.4982999861240387,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['碰到', '奇葩', '入住', '麻烦', '要出', '想着', '书包', '重', '不想', '寄存', '旁边', '寄存', '态度', '大叔', '慢悠悠', '太慢', '稍', '一会', '问', '有没有', '房卡', '房卡', '寄存', '收费', '解释', '派出所', '办理手续', '入住', '忘记', '证件', '订单号', '只好', '带到', '车上', '太无语', '装修', '位置', '不好', '找', '导航', '跑', '背面']",设施,50,-3.0,20762,1
H50,2020-01-08,酒店地理位置非常好，去哪里都方便，而且机场大巴就停在酒店门口，出行异常快捷。酒店硬件有点陈旧，尤其隔音极差，关门声响动静太大，这个只能碰运气看其他住户个人素质，遇见乒乒乓乓来回开门关门的，也只能一声叹息了。,高级大床房,6.0,0.5787000060081482,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['地理位置', '机场', '大巴', '停', '门口', '出行', '异常', '快捷', '硬件', '陈旧', '隔音', '极差', '关门', '声响', '动静', '太', '只能', '碰运气', '住户', '素质', '遇见', '乒乒乓乓', '来回', '开门', '关门', '只能', '一声', '叹息']",设施,50,-4.0,20763,1
H50,2020-01-09,房间环境很不错，有停车场，,高级大床房,5.0,0.8282999992370605,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['房间', '环境', '不错', '停车场']",性价比,50,0.4999999999999999,20764,3
H50,2020-01-09,早餐很普通和一般五星比起来,高级双床房,5.0,0.4018999934196472,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '五星']",性价比,50,0.4999999999999999,20765,3
H50,2020-01-09,酒店比较老了、还会有宴会、所以比较吵！比起住的同价位酒店可以说性价比超低,童趣大床房,6.0,0.8769000172615051,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['宴会', '吵', '住', '同价位', '性价比', '超低']",设施,50,0.4999999999999999,20766,3
H50,2020-01-09,酒店位置相当好，但价格有些偏贵，二线城市的五星酒店整体要好过这里。服务上有退步，房间喝的茶没有了也不添上。特别去中餐厅吃饭，上菜速度奇慢，吃完了最后一个菜才上，都一个小时了??,高级大床房,2.0,0.526199996471405,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '价格', '偏贵', '二线', '城市', '五星', '整体', '服务', '退步', '房间', '喝', '茶', '添', '特别', '中餐厅', '吃饭', '上菜', '速度', '奇慢', '吃', '菜才', '小时']",位置,50,0.0,20767,2
H50,2020-01-10,按五星标准只能算过得去，机场大巴在酒店楼下是优势，房间最多四星标准,高级双床房,6.0,0.4395000040531158,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['五星', '标准', '只能', '算', '过得去', '机场', '大巴', '楼下', '优势', '房间', '四星', '标准']",设施,50,0.0,20768,2
H50,2020-01-12,酒店非常方便的是机场有快速大巴直接到达，酒店地理位置离好吃的也比较近，而且每晚都有贴心的送上甜品，非常满意,高级双床房,2.0,0.4873000085353851,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '快速', '大巴', '到达', '地理位置', '好吃', '每晚', '贴心', '送上', '甜品', '满意']",位置,50,2.0,20769,5
H50,2020-01-13,交通方便，停车方便，市中心。,高级大床房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '停车', '市中心']",性价比,50,0.4999999999999999,20770,3
H50,2020-01-13,前台服務態度親切，有求必应；房间卫生可以；早歺丰富；附近商场、食店臨立；机场、高铁專缐巴士的市中心终点站，绝对方便！,高级双床房,4.0,0.3553999960422516,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['服務', '態度', '親切', '有求必应', '房间', '卫生', '早', '歺', '商场', '食店', '臨立', '机场', '高铁', '專', '缐', '巴士', '市中心', '终点站']",设施,50,1.0,20771,4
H50,2020-01-13,几十年了，保养很好，服务热情周到，快捷。一楼饮早茶很好吃，点心品种很多，出行很方便，附近美食很多，叫滴滴快车也相当方便,高级大床房,0.0,0.5996999740600586,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['几十年', '保养', '服务', '热情周到', '快捷', '一楼', '饮', '早茶', '好吃', '点心', '品种', '出行', '美食', '滴滴', '快车']",服务,50,1.0,20772,4
H50,2020-01-13,酒店所以市中心，交通方便，设施，服务都还可以,高级大床房,5.0,0.8284000158309937,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['市中心', '交通', '设施', '服务']",性价比,50,0.4999999999999999,20773,3
H50,2020-01-13,早餐吃的很开心,豪华大床房,0.0,0.7850000262260437,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['早餐', '吃', '开心']",服务,50,1.0,20774,4
H50,2020-01-13,感觉非常好??,高级双床房,3.0,0.5708000063896179,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高",['感觉'],性价比,50,0.4999999999999999,20775,3
H50,2020-01-14,旅游探亲访友好居处！,豪华双床房,4.0,0.7854999899864197,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['旅游', '探亲访友', '居处']",设施,50,0.4999999999999999,20776,3
H50,2020-01-15,挺OK的环境,高级大床房,5.0,0.5713000297546387,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['环境'],性价比,50,0.4999999999999999,20777,3
H50,2020-01-16,早餐吃的是不错,高级大床房,5.0,0.7853000164031982,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '吃', '不错']",性价比,50,0.4999999999999999,20778,3
H50,2020-01-17,酒店有高铁和机场班车直达，出行方便。,高级大床房,2.0,0.8571000099182129,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['高铁', '机场', '班车', '直达', '出行']",位置,50,0.4999999999999999,20779,3
H50,2020-01-19,绝对好地方，外边公交也很多，属于市中心的位置，非常理想，早餐菜品也很丰富。大厅宽畅气派。下次出行还会来,高级大床房,0.0,0.5034000277519226,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['外边', '公交', '市中心', '位置', '理想', '早餐', '菜品', '大厅', '宽畅', '气派', '下次', '出行']",服务,50,2.0,20780,5
