景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A20,2020-05-30,门票随买随进，人挺多的。我就冲着飞云顶去的，上山单程步行190分钟，一边怀疑人生一边挣扎着爬了上去。备注:男/47岁/有一定的登山体验。山路有些路段有点崎岖，装备运动鞋/帽子/毛巾/登山杖/驱蚊水足够了，水和食物一路上都有卖，就算手机没有信号，老板们也可以先让拿了，下山才扫码付款，这个必须赞。喜欢爬山的就觉得有意义，纯粹游玩就不建议登顶。坐索道到半山看看风景，然后慢慢游玩下山也不错。我下山就是到了半山坐索道下去的，票价50元。备注:冲虚古观很久都已经不开放了的，这让我有点失望。如果只玩一天，而且想步行登顶，最好9点钟开始，这样时间会充裕一点。,6.0,0.4395999908447265,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['买随', '进', '人挺多', '冲着', '飞云', '顶去', '上山', '单程', '步行', '分钟', '怀疑', '人生', '挣扎', '爬', '备注', '男', '岁', '登山', '体验', '山路', '路段', '崎岖', '装备', '运动鞋', '帽子', '毛巾', '登山', '杖', '驱蚊', '水', '足够', '水', '食物', '一路上', '卖', '手机', '信号', '老板', '先', '下山', '扫', '码', '付款', '赞', '喜欢', '爬山', '意义', '建议', '登顶', '坐', '索道', '半山', '风景', '慢慢', '下山', '下山', '半山', '坐', '索道', '票价', '备注', '冲虚', '古观', '很久', '开放', '失望', '想', '步行', '登顶', '点钟', '充裕', '一点']",服务,20,0.0,44275,2
A20,2020-11-29,风景优美，天然独特！可感受一揽众山小的奇观…,1.0,0.38960000872612,"风景, 表演, 值得, 一般般, 位于, 晚上, 好看, 建筑, 美丽, 大自然","['风景优美', '天然', '独特', '感受', '一揽众山小', '奇观']",服务,20,2.0,44276,5
A20,2021-01-28,上午9点钟抵达园区，停车场基本停了70%的车，20元一天。门票56还是比较实惠，入园后景色为小桥流水和亭子，直接抵达东江纵队纪念馆，参观完毕后门口直接乘10元浏览车到索道下站，缆车50（来回95）单边，约20分钟才到索道上站，个人带娃一起去的，不便徒步，来回都是索道，风景优美，索道上站到飞云顶还有很长距离，爱爬山可以慢慢走上去，此次感觉景色和园区设施非常不错，就是索道有点小贵。我想下次有机会还是会带父母再来游览一次。,3.0,0.3170999884605407,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['上午', '点钟', '抵达', '园区', '停车场', '停', '车', '实惠', '入园', '景色', '小桥流水', '亭子', '抵达', '东江纵队', '纪念馆', '参观', '完毕', '门口', '乘元', '浏览', '车', '索道', '站', '缆车', '来回', '单边', '约', '分钟', '索道', '站', '娃', '不便', '徒步', '来回', '索道', '风景优美', '索道', '站', '飞云', '顶', '长距离', '爱', '爬山', '慢慢', '走上', '感觉', '景色', '园区', '设施', '索道', '小贵', '想', '下次', '机会', '会带', '父母', '游览']",性价比,20,0.0,44277,2
A20,2020-09-26,虽然耗了一天在山上，但还是很值得。累的要虚脱了,11.0,0.7692999839782715,"景色, 美, 感觉, 山上, 值得, 中, 优美, 拍, 交通, 少","['耗', '山上', '值得', '累', '虚脱']",位置,20,0.0,44278,2
A20,2020-12-02,**是个非常不错的地方，适合我们去浪，生活需要点颜色，所有美景、云海都收了，值得体验和推荐！,0.0,0.5909000039100647,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['适合', '浪', '生活', '颜色', '美景', '云海', '收', '值得', '体验', '推荐']",卫生,20,3.0,44279,5
A20,2020-11-30,**的云很美，推荐，周末爬爬山，出身汗，全身舒爽，丢弃了城市的喧嚣，放空自我的好去处！领队很负责，非常靠谱！,0.0,0.3379000127315521,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['云', '很美', '推荐', '周末', '爬', '爬山', '出身', '汗', '全身', '舒爽', '丢弃', '城市', '喧嚣', '放空', '自我', '好去处', '领队', '负责', '谱']",卫生,20,-1.0,44280,1
A20,2020-05-03,那里的工作人员态度差，第一次去玩不知道怎么弄二维码。问了也不说怎么弄。就说要二维码。本地人问就态度很好。不要歧视外地人好吗？去玩的大部分都是外地的吧？,6.0,0.451799988746643,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['工作人员', '态度', '差', '第一次', '怎么弄', '二维码', '问', '怎么弄', '二维码', '本地人', '问', '态度', '歧视', '外地人', '大部分', '外地']",服务,20,-1.0,44281,1
A20,2020-12-29,"一般般的景点，配不上4a,四大名山 还是丹霞美。",0.0,0.4156000018119812,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['配不上', '四大', '名山', '丹霞', '美']",卫生,20,0.4999999999999999,44282,3
A20,2020-12-02,风景不错，值得一去，领队游子服务到位，贴心负责！,5.0,0.4246000051498413,"温泉, 服务, 服务态度, 满意, 泡温泉, 热情, 家人, 工作人员, 方便快捷, 态度","['风景', '值得', '领队', '游子', '服务到位', '贴心', '负责']",服务,20,2.0,44283,5
A20,2020-04-12,**。交通方便有公车直达，住宿方便附近有旅馆，网上取钱窗口取钱方便，学生证还能半价。最好玩的就是登山缆车，学生证半价，缆车单程21分钟，坐缆车可以观看满山遍开的花，还有高山美景。坐缆车到广场后徒步登山到飞云顶，飞云顶上云雾缭绕，水汽在哪里往上爬。,3.0,0.5364000201225281,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['交通', '公车', '直达', '住宿', '旅馆', '网上', '取', '钱', '窗口', '取', '钱', '学生证', '半价', '好玩', '登山', '缆车', '学生证', '半价', '缆车', '单程', '分钟', '坐', '缆车', '观看', '满山', '遍开', '花', '高山', '美景', '坐', '缆车', '广场', '徒步', '登山', '飞云', '顶', '飞云', '顶上', '云雾', '缭绕', '水汽', '往上爬']",性价比,20,0.4999999999999999,44284,3
