景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A47,2020-01-30,整个庄园古典德式风格，还结合了不少客家土楼元素。山上的福源寺很静谧，环境很好。下午观看家源剧场表演，一定要看到最后，水幕收尾的表演很精彩！总体还是很不错的，适合一家人来玩！大人小孩都很开心。,1.0,0.4126000106334686,"风景, 表演, 值得, 一般般, 位于, 晚上, 好看, 建筑, 美丽, 大自然","['庄园', '古典', '德式', '风格', '客家', '土楼', '元素', '山上', '福源', '寺', '静谧', '环境', '下午', '观看', '家源', '剧场', '表演', '水幕', '收尾', '表演', '精彩', '总体', '适合', '大人', '开心']",服务,47,3.0,57245,5
A47,2020-01-30,周末从深圳过去，出高速就到，很方便。游玩项目丰富，适合老人小孩的游玩项目很多，而且酒店类型很多，度假好去处。一进门就感受到异国风光，仿佛来到欧洲小镇，风车小楼、各式民宿，很有特色！游客蛮多的，旅游团，自驾的都有，游乐场和风情表演也很精彩，适合多待几天好好放松！,3.0,0.3704000115394592,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['周末', '深圳', '高速', '项目', '适合', '项目', '类型', '度假', '好去处', '进门', '感受', '异国风光', '仿佛', '来到', '欧洲', '小镇', '风车', '小楼', '民宿', '特色', '游客', '旅游团', '自驾', '游乐场', '风情', '表演', '精彩', '适合', '几天', '好好', '放松']",性价比,47,3.0,57246,5
A47,2020-02-07,第二次来玩了，各种游玩设施，小孩子特别喜欢这里。,10.0,0.6220999956130981,"喜欢, 下次, 漂亮, 朋友, 值得, 去过, 机会, 字, 开心, 风景优美","['第二次', '设施', '特别', '喜欢']",位置,47,2.0,57247,4
A47,2020-01-31,周末从深圳过去，出高速就到，很方便。游玩项目丰富，适合老人小孩的游玩项目很多，而且酒店类型很多，度假好去处。,0.0,0.5807999968528748,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['周末', '深圳', '高速', '项目', '适合', '项目', '类型', '度假', '好去处']",卫生,47,1.0,57248,2
A47,2020-04-07,清明假期带家人去玩，氛围不错，老人孩子都玩的很开心，景色太美了，难得的世外桃源，打算下周带朋友一起去看看，有兴趣考虑一房的公寓。,11.0,0.3134999871253967,"景色, 美, 感觉, 山上, 值得, 中, 优美, 拍, 交通, 少","['清明', '假期', '家人', '氛围', '开心', '景色', '太美', '世外桃源', '打算', '下周', '朋友', '兴趣', '房', '公寓']",位置,47,3.0,57249,5
A47,2020-04-29,温泉很坑人，室外没有启用啊，也不告知一下，不然不花钱买票了。,5.0,0.4192000031471252,"温泉, 服务, 服务态度, 满意, 泡温泉, 热情, 家人, 工作人员, 方便快捷, 态度","['温泉', '坑人', '室外', '启用', '告知', '花钱']",服务,47,1.5,57250,3
A47,2020-01-30,过去休闲度假还是非常不错的，带着放空的心态出行，适合住两三天体验。节假日人比较多，选择错峰去玩是不错的选择。,0.0,0.416700005531311,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['休闲', '度假', '放空', '心态', '出行', '适合', '住', '两三天', '体验', '节假日', '选择', '错峰', '选择']",卫生,47,1.0,57251,2
A47,2020-02-20,玩乐的设施太少，假日人太多排队都累，建筑挺漂亮，其实就是别墅群，大马戏表演还行，票价还是贵了些，如果不网上订就更不划算了,7.0,0.3291000127792358,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['玩乐', '设施', '太', '少', '假日', '太', '排队', '累', '建筑', '漂亮', '别墅', '群', '马戏表演', '行', '票价', '贵', '网上', '订', '不划算']",性价比,47,1.0,57252,2
A47,2020-04-07,环境很不错，吃喝玩乐齐全。看见有70年产权的公寓在卖，以后可以做酒店运营，价格不贵，比较适合投资。,7.0,0.6391000151634216,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['环境', '吃喝玩乐', '齐全', '年', '产权', '公寓', '卖', '做', '运营', '价格', '贵', '适合', '投资']",性价比,47,1.0,57253,2
A47,2020-01-30,一进门就感受到异国风光，仿佛来到欧洲小镇，风车小楼、各式民宿，很有特色！游客蛮多的，旅游团，自驾的都有，游乐场和风情表演也很精彩，适合多待几天好好放松！,3.0,0.4875999987125397,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['进门', '感受', '异国风光', '仿佛', '来到', '欧洲', '小镇', '风车', '小楼', '民宿', '特色', '游客', '旅游团', '自驾', '游乐场', '风情', '表演', '精彩', '适合', '几天', '好好', '放松']",性价比,47,2.0,57254,4
A47,2020-01-30,**庄园很漂亮的旅游度假区，还有洋房别墅可以投资，年前去过非常喜欢那里，年后带家人再去看看房子，家人喜欢就投资一套。,0.0,0.2818000018596649,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['庄园', '很漂亮', '度假区', '洋房', '别墅', '投资', '年', '前去', '喜欢', '年后', '家人', '房子', '家人', '喜欢', '投资', '一套']",卫生,47,3.0,57255,5
A47,2020-01-31,感觉一下子来到了童话世界，真的很漂亮，走走逛逛还发现了中式别墅也很喜欢，真想买一套度假。,10.0,0.4154999852180481,"喜欢, 下次, 漂亮, 朋友, 值得, 去过, 机会, 字, 开心, 风景优美","['感觉', '一下子', '来到', '童话世界', '真的', '很漂亮', '走走', '逛逛', '发现', '中式', '别墅', '喜欢', '真', '想', '一套', '度假']",位置,47,1.0,57256,2
A47,2020-01-30,和女朋友去泡温泉很舒服 女友也很喜欢 过一段时间结婚的时候再去 带着父母爷爷奶奶,1.0,0.2317000031471252,"风景, 表演, 值得, 一般般, 位于, 晚上, 好看, 建筑, 美丽, 大自然","['女朋友', '泡温泉', '舒服', '女友', '喜欢', '一段时间', '结婚', '父母', '爷爷奶奶']",服务,47,2.0,57257,4
A47,2020-02-01,非常适合和全家人一起玩，景色很好，出行便利，而且酒店餐饮一应俱全，很适合放松度假！,0.0,0.3781000077724457,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['非常适合', '全家人', '景色', '出行', '便利', '餐饮', '一应俱全', '适合', '放松', '度假']",卫生,47,2.0,57258,4
A47,2020-01-30,夜景里的灯光展很漂亮，像是不间断的烟花，这个视觉盛宴不错，够新颖。,1.0,0.6686999797821045,"风景, 表演, 值得, 一般般, 位于, 晚上, 好看, 建筑, 美丽, 大自然","['夜景', '灯光', '展', '很漂亮', '像是', '不间断', '烟花', '视觉', '盛宴', '够', '新颖']",服务,47,1.5,57259,3
A47,2020-11-25,土不土，洋不洋，一个别墅小区居然是AAAA级景区，休闲娱乐观赏各方面都是隔靴搔痒，样样都有但又样样都不咋地。,0.0,0.6154000163078308,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['土不土', '洋不洋', '别墅', '小区', '级', '休闲', '娱乐', '观赏', '隔靴搔痒', '样样', '样样']",卫生,47,1.0,57260,2
