酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H22,2020-01-01,早餐不错，房间很大。,豪华大床房,5.0,0.828000009059906,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '不错', '房间', '很大']",性价比,22,1.5,11755,3
H22,2020-01-01,前台3035和3261服务好的,豪华双床房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11756,3
H22,2020-01-01,前台3035和礼宾部3261服务棒棒的,豪华大床房,1.0,0.828499972820282,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '服务', '棒棒']",卫生,22,1.5,11757,3
H22,2020-01-01,前台3035和3261服务好,豪华大床房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11758,3
H22,2020-01-01,前台3107 3261服务非常好,标准房(无窗),1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11759,3
H22,2020-01-01,前台3035和3261服务好！！！！！,商务大床房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11760,3
H22,2020-01-02,早餐很好！有停车场！,豪华大床房,5.0,0.7139000296592712,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '停车场']",性价比,22,1.5,11761,3
H22,2020-01-02,"酒店設施一般,沒有網絡電視睇,玻璃窗滿塵,唯一周到的就係服務員的態度",豪华双床房,4.0,0.5644999742507935,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['設施', '沒有', '網絡', '電視', '睇', '玻璃窗', '滿', '塵', '唯一', '周到', '係', '服', '務', '員', '態', '度']",设施,22,1.0,11762,2
H22,2020-01-02,服务态度好！免费升级了房间！下次还会入住！,豪华大床房,0.0,0.8772000074386597,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务态度', '免费', '升级', '房间', '下次', '入住']",服务,22,1.0,11763,2
H22,2020-01-02,工号3107的服务员，这位服务员在我客人到前台办理入住服务非常好，还免费给客户升级房间，服务很周到，非常棒的员工。,标准房(无窗),0.0,0.4842000007629394,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['工号', '服务员', '这位', '服务员', '客人', '办理', '入住', '服务', '免费', '客户', '升级', '房间', '服务', '周到', '棒', '员工']",服务,22,2.0,11764,4
H22,2020-01-03,经常住这里！，早餐很好！,豪华大床房,3.0,0.4043000042438507,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['住', '早餐']",性价比,22,1.5,11765,3
H22,2020-01-03,前台工号3107的服务很好??,豪华大床房,1.0,0.7139999866485596,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['工号', '服务']",卫生,22,1.5,11766,3
H22,2020-01-03,前台3196服务好，礼宾部2569好,商务大床房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '礼宾', '部']",卫生,22,1.5,11767,3
H22,2020-01-03,前台3383服务态度好,商务大床房,6.0,0.570900022983551,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验",['服务态度'],设施,22,1.5,11768,3
H22,2020-01-03,前台3196服务好，礼宾部2569不错,豪华大床房,1.0,0.5842000246047974,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '礼宾', '部', '不错']",卫生,22,1.5,11769,3
H22,2020-01-03,位置好，交通方便，档次也挺高。,紫月楼行政豪华大床房,5.0,0.828499972820282,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '交通', '档次', '高']",性价比,22,1.5,11770,3
H22,2020-01-03,前台3243和礼宾3377服务很好,豪华大床房,1.0,0.7139999866485596,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '服务']",卫生,22,1.5,11771,3
H22,2020-01-03,3107和3621服务很好,豪华大床房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11772,3
H22,2020-01-03,3383服务好,豪华大床房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11773,3
H22,2020-01-03,前台3196 服务好，礼宾部2569好,商务大床房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '礼宾', '部']",卫生,22,1.5,11774,3
H22,2020-01-04,前台工作人员03458态度很好,豪华大床房,6.0,0.7135999798774719,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['工作人员', '态度']",设施,22,1.5,11775,3
H22,2020-01-04,前台3035和礼宾3261服务很不错好,豪华大床房,1.0,0.4158999919891357,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '服务', '不错']",卫生,22,1.5,11776,3
H22,2020-01-04,前台3035和礼宾3261服务特别好,豪华双床房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '服务', '特别']",卫生,22,1.0,11777,2
H22,2020-01-04,3107和3261服务棒棒哒,紫月楼行政豪华大床房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '棒棒', '哒']",卫生,22,1.5,11778,3
H22,2020-01-04,写点评可以升级，一如既往的好，干净，舒适，出行方便,标准房(无窗),1.0,0.4595000147819519,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['写', '点评', '升级', '一如既往', '干净', '舒适', '出行']",卫生,22,1.0,11779,2
H22,2020-01-04,前台3035和礼宾部3261服务很好很好,豪华双床房,1.0,0.5408999919891357,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '服务', '很好', '很好']",卫生,22,1.5,11780,3
H22,2020-01-04,前台3035和礼宾部3261服务非常非常好的,商务大床房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '服务']",卫生,22,1.5,11781,3
H22,2020-01-04,有年头了，房间里有股奇怪的味道,豪华大床房,2.0,0.5289999842643738,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['年头', '房间', '里', '股', '奇怪', '味道']",位置,22,-1.0,11782,1
H22,2020-01-04,前台3035和3261服務棒棒的非常好,豪华大床房,1.0,0.3817999958992004,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['和服', '棒棒']",卫生,22,1.5,11783,3
H22,2020-01-04,前台03458服务不错,商务大床房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '不错']",性价比,22,1.5,11784,3
H22,2020-01-04,前台3035和326名服务很好的,豪华双床房,5.0,0.5328999757766724,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['名', '服务', '很好']",性价比,22,1.5,11785,3
H22,2020-01-04,3107和3261服务很好,至尊大床房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,22,1.5,11786,3
H22,2020-01-04,3107和3261服务一流，棒棒哒,豪华大床房,1.0,0.8281000256538391,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '一流', '棒棒', '哒']",卫生,22,1.0,11787,2
H22,2020-01-04,3107和3621服务优秀。 值得表扬,豪华双床房,1.0,0.5023000240325928,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '优秀', '值得', '表扬']",卫生,22,3.0,11788,5
H22,2020-01-05,前台3035和礼宾部3261服务非常感谢好的,标准房(无窗),1.0,0.828499972820282,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '服务', '非常感谢']",卫生,22,1.5,11789,3
H22,2020-01-05,地理位置好，用餐方便每次去深圳都必住那里。这是真心话,豪华大床房,2.0,0.7279999852180481,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地理位置', '用餐', '每次', '深圳', '必住', '真心话']",位置,22,1.5,11790,3
