酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H26,2020-01-02,非常满意，房间很大！孩子很喜欢！,高级大床房,1.0,0.4799999892711639,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['满意', '房间', '很大', '孩子', '喜欢']",卫生,26,2.0,13349,4
H26,2020-01-03,位置临近竹子林地铁口，出行方便，房间宽敞明亮，早餐丰富有营养，服务周到细致，网速快，适合出差、居家旅行，强烈推荐。,高级双床房,2.0,0.6991999745368958,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '临近', '竹子林', '地铁口', '出行', '房间', '宽敞明亮', '早餐', '营养', '服务周到', '细致', '网速', '适合', '出差', '居家', '旅行', '强烈推荐']",位置,26,3.0,13350,5
H26,2020-01-03,交通便利，早餐种类丰富,高级大床房,5.0,0.828499972820282,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '便利', '早餐', '种类']",性价比,26,1.0,13351,2
H26,2020-01-04,感谢前台服务员小沈和小覃的帮助，非常好。,高级大床房,1.0,0.828000009059906,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['感谢', '服务员', '沈', '小覃']",卫生,26,1.0,13352,2
H26,2020-01-04,**酒店Emily推荐的，很好的酒店，位置很好，服务也很到位，还会再来哦！,高级大床房,5.0,0.5489000082015991,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['推荐', '很好', '位置', '服务', '到位']",性价比,26,1.0,13353,2
H26,2020-01-05,环境很好。肖大虎先生也很友好,豪华大床房,3.0,0.6061999797821045,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['环境', '肖', '大虎', '友好']",性价比,26,1.0,13354,2
H26,2020-01-05,环境很好。肖大虎先生也很友好。,豪华大床房,3.0,0.6061999797821045,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['环境', '肖', '大虎', '友好']",性价比,26,1.0,13355,2
H26,2020-01-05,此次入住体验很棒，首先感谢的是前台小陈帮忙升级房间，海景房，景观很好，一眼能看到美丽的深圳湾。其次，客房服务员也非常热心，感受到了宾至如归的享受。第三，早餐相当的丰富，很nice。唯一不足的就是客房设施就是有点老旧了，总的来说性价比很高。,高级双床房,0.0,0.558899998664856,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['入住', '体验', '很棒', '感谢', '陈', '帮忙', '升级', '房间', '海景房', '景观', '一眼', '美丽', '深圳湾', '客房', '服务员', '非常热心', '感受', '宾至如归', '享受', '第三', '早餐', '唯一', '客房', '设施', '旧', '性价比', '高']",服务,26,4.0,13356,5
H26,2020-01-05,由于行程原因多增加了一晚，感谢Emily的热心和负责帮忙，很完美的入住体验。,高级大床房,0.0,0.6233000159263611,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['行程', '原因', '增加', '一晚', '感谢', '热心', '负责', '帮忙', '完美', '入住', '体验']",服务,26,5.0,13357,5
H26,2020-01-06,我们是长住客了，前台刷停车卡的，态度也很好，大堂经理有个叫李帆的服务热情周到，让人感觉舒服,高级大床房,1.0,0.5023999810218811,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['长', '住客', '刷', '停车', '卡', '态度', '经理', '有个', '李帆', '服务', '热情周到', '感觉', '舒服']",卫生,26,1.0,13358,2
H26,2020-01-06,环境很一般，性价比超低。,高级双床房,5.0,0.5185999870300293,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '性价比', '超低']",性价比,26,1.5,13359,3
H26,2020-01-07,早餐非常好,豪华双床房,5.0,0.5709999799728394,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['早餐'],性价比,26,1.5,13360,3
