景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A39,2020-12-01,其实今天是第三次漫游**景区了。**公园绿阴环境非常好，是夏天避暑的好去处。每一条通向公园的大道，两旁都种有树，环境幽美，空气清新，让人心神旷怡。**公园很受小朋友的喜爱，里面有许多动物，很多动物还可以很亲近:的与之套近。猛兽区还有老虎，狮子，大熊等，让小朋友们更真实性去了解大自然中的动物。如果想寻找个环境幽美，绿树如阴，又想观看动物的亲们，就去**公园爽歪一下吧。,0.0,0.3621000051498413,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['第三次', '漫游', '公园', '绿阴', '环境', '夏天', '避暑', '好去处', '一条', '通向', '公园', '大道', '两旁', '种有', '树', '环境', '幽美', '空气清新', '人心神', '旷怡', '公园', '受', '喜爱', '动物', '动物', '亲近', '与之', '套近', '猛兽', '区', '老虎', '狮子', '大熊', '真实性', '大自然', '中', '动物', '想', '寻找', '环境', '幽美', '绿树', '阴', '想', '观看', '动物', '亲们', '公园', '爽', '歪']",卫生,39,2.0,55002,4
A39,2020-08-24,挺好玩的，门票才20元，里面很大，也有很多动物看。像狮子、老虎、金钱豹、黑熊……这些猛兽里面都有。游乐广场里的游乐设施是要另外付钱的，我今天去就买100元的票，她就送100。,8.0,0.2879000008106231,"空气, 设施, 可惜, 完善, 还行, 游乐, 有意思, 老板, 负离子, 商业","['挺好玩', '很大', '动物', '狮子', '老虎', '金钱豹', '黑熊', '猛兽', '游乐', '广场', '游乐', '设施', '付钱', '送']",设施,39,1.5,55003,3
A39,2020-06-02,"很好玩小孩都不想回来,大人玩的很刺激，小孩子有各种各样的玩具，孩子们开心得不得了！小孩子们也可以学游泳,真的很好玩值得去！",2.0,0.4936000108718872,"好玩, 开心, 太, 天气, 项目, 特别, 舒服, 夏天, 热, 风景","['好玩', '不想', '回来', '大人', '刺激', '各种各样', '玩具', '开心', '学', '游泳', '真的', '好玩', '值得']",设施,39,1.0,55004,2
A39,2020-05-05,我们家在五一旅程的最后一天选择的**景区，这里购买门票性价比高，十几块钱就可以看到这么多动物太值得了。,3.0,0.4309999942779541,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['家', '五一', '旅程', '选择', '购买', '性价比', '高', '十几块', '钱', '动物', '太', '值得']",性价比,39,1.0,55005,2
A39,2020-08-28,网上购买的票价比去售票厅便几蚊，票价不贵里面景点区好大，性价比高，值得一去，里面还有套票可以带小朋友去订套票玩那些娱乐项目，忘记了我爸是老人不用购票的仲系傻傻的多买了一张票不过没关系啦一张票也就20，关键是看到老爸开心就觉得很值得了，下次有机会还去再带家里人去逛逛，工作人员态度也不错，个人觉得很满意。,4.0,0.3230000138282776,"便宜, 价格, 优惠, 网上, 现场, 不用, 实惠, 排队, 购票, 订","['网上', '购买', '票价', '售票厅', '蚊', '票价', '贵', '区', '性价比', '高', '值得', '套票', '去订', '套票', '娱乐', '项目', '忘记', '爸', '不用', '购票', '仲系', '傻傻的', '一张', '没关系', '一张', '关键', '老爸', '开心', '值得', '下次', '机会', '家里人', '逛逛', '工作人员', '态度', '满意']",性价比,39,4.0,55006,5
A39,2020-03-01,门票价格优惠，景点多，动物齐全，卫生很好，工作人员也好礼貌，孩子们玩得很高兴，停车方便，价格合理，值得大家游玩，下次再来一次。,0.0,0.1986999958753585,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['门票价格', '优惠', '动物', '齐全', '卫生', '工作人员', '礼貌', '停车', '价格合理', '值得', '下次']",卫生,39,3.0,55007,5
A39,2020-05-19,还行哟，适合小孩，就是动物不是很多,0.0,0.2752000093460083,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['还行', '适合', '动物']",卫生,39,1.0,55008,2
A39,2020-07-01,不是，因为我是本地人才推荐这个地方。去的地方虽然不是很多，相比之下那些上百几十块钱门票的著名景点，这个**公园很值得去。我门票才十几块钱。,9.0,0.3522999882698059,"山, 爬山, 好多, 希望, 太, 美的, 钱, 水, 骑, 活动","['人才', '推荐', '相比之下', '上百', '几十块', '钱', '著名景点', '公园', '值得', '十几块', '钱']",设施,39,2.0,55009,4
A39,2020-05-09,是茂名最大的公园，上次来这里是烧烤，环境很好，有很多动物。,0.0,0.395900011062622,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['茂名', '公园', '上次', '烧烤', '环境', '动物']",卫生,39,1.5,55010,3
A39,2020-08-18,里面有游乐场，水上乐园，动物园。前两个基本没有开放，动物园的种类比较多，有猴子.老虎.蛇.狮子.狼.老虎.鳄鱼.火烈鸟，其他的等你们自己去发现。有一个植物迷宫，还比较有乐趣，可以让孩子慢慢去走。不租车的话，里面可以步行三个小时左右。,12.0,0.4472000002861023,"动物, 爬, 岛, 沙滩, 天然, 氧吧, 表演, 广州, 动物园, 种类","['游乐场', '水上', '乐园', '动物园', '前', '两个', '开放', '动物园', '种类', '猴子', '老虎', '蛇', '狮子', '狼', '老虎', '鳄鱼', '火烈鸟', '的等', '发现', '植物', '迷宫', '乐趣', '慢慢', '走', '租车', '步行', '三个']",设施,39,3.0,55011,5
A39,2020-06-01,小朋友这个六一玩的很开心，到最后要回家了都不舍的走，这水上乐园不错,2.0,0.4487000107765198,"好玩, 开心, 太, 天气, 项目, 特别, 舒服, 夏天, 热, 风景","['六一', '开心', '回家', '不舍', '走', '水上', '乐园']",设施,39,2.0,55012,4
A39,2020-05-30,还可以，有点偏远，地方大，可以逛一天，去过一次也差不多了。挺好,11.0,0.5360000133514404,"景色, 美, 感觉, 山上, 值得, 中, 优美, 拍, 交通, 少","['偏远', '逛', '去过']",位置,39,1.5,55013,3
A39,2020-06-12,雨后的**公园很少人，静谧舒适，但我们对看动物们的兴趣只增不减，余味不尽。而我们只选择去看动物，也就足够了，因为植物吸引力不大，而且游乐园在维修期间没开放，那个迷宫倒不错，只是怕一时走不出来赶不上车所以没进去。,6.0,0.2861999869346618,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['雨后', '公园', '静谧', '舒适', '动物', '兴趣', '增', '不减', '余味', '选择', '动物', '足够', '植物', '吸引力', '游乐园', '维修', '期间', '开放', '迷宫', '倒', '走', '赶不上', '车']",服务,39,5.0,55014,5
A39,2020-02-14,情人节和女朋友去玩，开心开心,10.0,0.3517000079154968,"喜欢, 下次, 漂亮, 朋友, 值得, 去过, 机会, 字, 开心, 风景优美","['情人节', '女朋友', '开心', '开心']",位置,39,2.0,55015,4
A39,2020-05-21,很不错的地方，消费不高。家人都很满意!园外太阳猛烈，园内又另一番天地。是带老人小孩出游的首选,7.0,0.4514000117778778,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['消费', '高', '家人', '满意', '园外', '太阳', '猛烈', '园内', '另一番', '天地', '出游', '首选']",性价比,39,0.0,55016,1
