景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A35,2020-11-24,国家四星拔高了，因此价钱120偏贵。景区在深山，须自驾到达，不大，上山30分钟到顶，好在景色自然，没有商业化。其实就是一条大水涧叠瀑而下，几经周折回旋形成各阶景观。水流气势大，飞珠溅玉，轰隆声鸣，下山路径平阔幽静，挺安逸。除了价贵，值得一去。,6.0,0.3140000104904175,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['国家', '四星', '拔高', '价钱', '偏贵', '深山', '须', '自驾', '到达', '上山', '分钟', '顶', '景色', '自然', '商业化', '一条', '大水', '涧', '叠', '瀑', '几经周折', '回旋', '各阶', '景观', '水流', '气势', '飞珠溅玉', '轰隆声', '鸣', '下山', '路径', '平阔', '幽静', '安逸', '价贵', '值得']",服务,35,3.0,53649,5
A35,2020-11-03,就是一群瀑布，挺好看，但就是这个价格太贵，108一个人，进去后是没有小卖部的，要自己提前带好食品水，沿途需要爬楼梯，有些地方挺陡的。下山路，那些阶梯简直反人类设计，走的特别辛苦，楼梯走一步又太长，两步有太窄，很不好走，沿途听到个个都在吐槽这个下山路。停车那里明明没有人把守，也没有道闸，但就是强制收费10元停车费。,3.0,0.335099995136261,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['一群', '瀑布', '好看', '价格', '太贵', '小卖部', '提前', '食品', '水', '沿途', '爬楼梯', '陡', '山路', '阶梯', '反', '人类', '设计', '走', '特别', '辛苦', '楼梯', '走', '一步', '太', '长', '两步', '太', '窄', '不好', '走', '沿途', '听到', '个个', '吐', '槽', '山路', '停车', '明明', '把守', '道', '闸', '强制', '收费', '停车费']",性价比,35,-2.0,53650,1
A35,2020-10-17,相对景点购票做优惠便宜了一些，但是去那里感觉不是很值得的，景点就五个瀑布其他都没有，山也不高，这个价格太贵了,4.0,0.3134999871253967,"便宜, 价格, 优惠, 网上, 现场, 不用, 实惠, 排队, 购票, 订","['购票', '做', '优惠', '便宜', '感觉', '值得', '五个', '瀑布', '山', '高', '价格', '太贵']",性价比,35,2.0,53651,4
A35,2020-10-03,环境还可以，就是门票有点贵，要100多，里面不是很大，一两个小时就可以逛完,7.0,0.6383000016212463,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['环境', '贵', '很大', '一两个', '逛']",性价比,35,1.5,53652,3
A35,2020-02-16,粤东地区难得的大瀑布，想不到冬天水流还这么大，赞，景色漂亮，值得一走。,10.0,0.2824999988079071,"喜欢, 下次, 漂亮, 朋友, 值得, 去过, 机会, 字, 开心, 风景优美","['粤东', '地区', '瀑布', '想不到', '冬天', '水流', '赞', '景色', '漂亮', '值得', '走']",位置,35,1.0,53653,2
A35,2020-05-06,景区买票比较贵，团购票需要10人起，可以在那里拼单，可以省很多，就是等票需要一点时间，景点很不错原生态自然景区，很值得一去,4.0,0.3282000124454498,"便宜, 价格, 优惠, 网上, 现场, 不用, 实惠, 排队, 购票, 订","['贵', '团', '购票', '拼单', '省', '等票', '一点', '原生态', '自然', '值得']",性价比,35,2.0,53654,4
A35,2020-05-03,景色很优美，瀑布群也很壮观，值得前去观赏。只是景区不够地道，明明门票早已涨到120元，却还在网上挂51元，价格偏贵不说还有欺诈之嫌，因为游客到了景区没了退路只能认宰，而且对60岁以上老人也取消了优惠，让人扫兴！,0.0,0.4138999879360199,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['景色', '优美', '瀑布群', '壮观', '值得', '前去', '观赏', '地道', '明明', '早已', '涨到', '网上', '挂', '价格', '偏贵', '欺诈', '嫌', '游客', '退路', '只能', '认宰', '岁', '取消', '优惠', '扫兴']",卫生,35,1.0,53655,2
A35,2020-05-02,是因为是自营景点吗？门票好贵啊!去哪网说8点开门，结果景区门口标明也是8点，但我们等到8点半才看到工作人员开门上班，瀑布群还是值得一看的，几步一景，每隔几十米都有咨询台，爬山有点小累，如果门票降个一半那心情就更好了,6.0,0.6262000203132629,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['是因为', '自营', '贵', '网', '开门', '门口', '标明', '工作人员', '开门', '上班', '瀑布群', '值得一看', '几步', '一景', '每隔', '几十米', '咨询台', '爬山', '累', '降', '一半', '心情', '更好']",服务,35,1.5,53656,3
A35,2020-05-04,景色还可以，但不值这个价，成人票5060元的价位比较合理。自驾车可以直达景区停车场，停车费10元。上山基本在瀑布边，楼梯狭窄而且有点陡，下山的楼梯宽，但就没什么东西好看了。如果门票便宜一些的话以后还会考虑再去，按现在这个价格不会去第二次。,3.0,0.2486000061035156,"走, 高, 性价比, 免费, 太, 坐, 建议, 观音, 开车, 感觉","['景色', '不值', '价', '成人', '票元', '价位', '自驾车', '直达', '停车场', '停车费', '上山', '瀑布', '楼梯', '狭窄', '陡', '下山', '楼梯', '宽', '没什么', '东西', '好看', '便宜', '价格', '第二次']",性价比,35,-2.0,53657,1
A35,2020-11-22,也就是上面一个水库、环境一般。票价太高.不值,7.0,0.8461999893188477,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['水库', '环境', '票价', '太', '高', '不值']",性价比,35,-1.0,53658,1
