酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H20,2020-01-01,环境倒是不错，住了好几次都挺满意的，就是酒店连个充电线都没有，全部前台付费充电宝，手机只充了35%就要7.5元，充满的钱我感觉买条便宜的数据线都有了，还能充好多次,悦品大床房,6.0,0.302700012922287,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['环境', '倒', '不错', '住', '几次', '满意', '充电', '线', '付费', '充电', '宝', '手机', '只充', '充满', '钱', '感觉', '条', '便宜', '数据线', '充好']",设施,20,2.0,10956,4
H20,2020-01-04,酒店就在我们所要去的地方不远，交通还算便利。前台服务还好，房间够大，床上用品不错，可惜在马路边，晚上有点吵。,悦致大床房,5.0,0.3968000113964081,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['所要', '不远', '交通', '算', '便利', '服务', '还好', '房间', '够', '床上用品', '不错', '可惜', '马路边', '晚上', '吵']",性价比,20,0.0,10957,1
H20,2020-01-04,酒店位置就在我们办事附近，还算便利。前台服务不错。不过，没有早餐。房间够大，还有点装修味道，开窗又吵（在马路边）,悦致大床房,5.0,0.6355000138282776,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '办事', '算', '便利', '服务', '不错', '早餐', '房间', '够', '装修', '味道', '开窗', '吵', '马路边']",性价比,20,1.0,10958,2
H20,2020-01-07,床品舒适干净早餐不错哦，,悦品大床房,5.0,0.640999972820282,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['床品', '舒适', '干净', '早餐', '不错']",性价比,20,1.0,10959,2
H20,2020-01-08,第一次到揭阳选了这家很有性价比的酒店！很满意！,悦致大床房,0.0,0.4557999968528747,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['第一次', '揭阳', '选', '这家', '性价比', '满意']",服务,20,1.0,10960,2
H20,2020-01-08,房间卫生，格局很喜欢！价格也不错！早餐感觉差点什么??，停车也方便，还有地下停车场！酒店旁边就有KFC,悦致大床房,5.0,0.7096999883651733,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['房间', '卫生', '格局', '喜欢', '价格', '不错', '早餐', '感觉', '差点', '停车', '地下', '停车场', '旁边']",性价比,20,2.0,10961,4
H20,2020-01-08,很满意的一次订单，今天第二次入住！视频是第一次入住拍的，1001房间的格局！离珠宝市场也很近，车直接停酒店，步行到市场就OK！酒店附近就餐也很方便！,悦致大床房,2.0,0.441100001335144,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['满意', '订单', '第二次', '入住', '视频', '第一次', '入住', '拍', '房间', '格局', '珠宝', '市场', '车', '停', '步行', '市场', '就餐']",位置,20,1.0,10962,2
H20,2020-01-08,真心推荐在**玉都比较舒适又安逸的酒店，装修风格独特，给人一舒适惬意的感觉，而且楼上还有ktv足浴等设施，楼下还有肯德基，非常棒了！赞！推荐！,悦品双床房,6.0,0.4277999997138977,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['真心', '推荐', '玉', '舒适', '安逸', '装修', '风格', '独特', '舒适', '惬意', '感觉', '楼上', '足浴', '设施', '楼下', '肯德基', '棒', '赞', '推荐']",设施,20,7.0,10963,5
H20,2020-01-08,环境不错，服务也挺好,悦致大床房,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '不错', '服务']",性价比,20,1.5,10964,3
H20,2020-01-09,酒店很新，大堂好气派，房间北欧简洁风????，酒店的早餐种类丰富，最爱喝的粥，粉干好吃。,悦致大床房,0.0,0.3142000138759613,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['新', '气派', '房间', '北欧', '简洁', '风', '早餐', '种类', '爱喝', '粥', '粉干', '好吃']",服务,20,2.0,10965,4
H20,2020-01-09,酒店前台服务佳,悦品大床房,5.0,0.7139000296592712,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '佳']",性价比,20,1.5,10966,3
H20,2020-01-09,酒店前台服务佳,悦品双床房,5.0,0.7139000296592712,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '佳']",性价比,20,1.5,10967,3
H20,2020-01-09,人非常不错！床非常不错！房间也非常不错！重要的事情说三遍，这酒店真心不错！都很热情，设施很新，下次还会再来！,悦致大床房,5.0,0.6444000005722046,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '床', '不错', '房间', '不错', '事情', '三遍', '真心', '不错', '热情', '设施', '新', '下次']",性价比,20,1.0,10968,2
H20,2020-01-11,服务很好 干净卫生 很不错,悦品大床房,1.0,0.5846999883651733,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '干净', '卫生', '不错']",卫生,20,1.0,10969,2
H20,2020-01-12,简直不要太棒！性价比非常高的一次入住体验！,悦品双床房,3.0,0.6586999893188477,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['太棒', '性价比', '高', '入住', '体验']",性价比,20,1.5,10970,3
