景区名称,评论日期,评论内容,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,景区编号,emotional_value,index,情感等级
A03,2020-03-23,订票很方便，不过订票前一定要看好预定需知，省的到时候麻烦，在这里定通票合适，比景区便宜多了！两个谷要玩上一天合适，这次去有好几个项目没开，人也不多，天气真好！,6.0,0.3970000147819519,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['前', '看好', '预定', '需知', '省', '到时候', '麻烦', '通票', '合适', '便宜', '两个', '谷', '合适', '好几个', '项目', '开', '天气', '真']",服务,3,2.0,8990,5
A03,2020-10-05,一星都不想给，简直垃圾到爆炸，里面破的要死，能玩的没几个，人还巨多，设施都又破又旧，不是一两个，是所有，再也不会去了，下午4点就出来了，简直是白扔钱！千万别去！白送我票都不会再去了，这是我去过的最垃圾的景点了！垃圾垃圾垃圾！！！！,7.0,0.3355999886989593,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['星', '不想', '垃圾', '爆炸', '破', '要死', '能玩', '几个', '巨多', '设施', '破', '旧', '一两个', '再也不会', '下午', '扔钱', '千万别', '白送', '我票', '去过', '垃圾', '垃圾', '垃圾', '垃圾']",性价比,3,-7.0,8991,1
A03,2020-06-07,【景色】**景区城值得一看  景色很美  就是买的双谷游玩  时间特别赶 值得一提的是一路上去都有扶梯  不会很累,11.0,0.4501999914646148,"景色, 美, 感觉, 山上, 值得, 中, 优美, 拍, 交通, 少","['景色', '城', '值得一看', '景色', '美', '双谷', '特别', '值得一提的是', '一路上', '扶梯', '累']",位置,3,1.0,8992,4
A03,2020-10-05,买了年卡，门口的人个个牛逼的不行，车场明明出来很多车，告诉我只出不进，大吼大叫的，买卡那天说要现场，来了现场要买高价年卡，网上的不卖，后面来了三次，每次进不去，里面的设备坏的坏，旧的旧，以后不会再来，垃圾公司，快点倒闭吧,6.0,0.3695000112056732,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['年', '卡', '门口', '个个', '牛', '逼', '不行', '车场', '明明', '车', '告诉', '出不进', '大吼大叫', '卡', '那天', '现场', '现场', '高价', '年', '卡', '网上', '不卖', '三次', '每次', '进不去', '设备', '坏', '坏', '旧', '旧', '垃圾', '公司', '快点', '倒闭']",服务,3,-3.0,8993,1
A03,2020-07-14,骄阳似火，真的是硬着头皮出门的。打卡**景区，玩了五小时，整体感觉还蛮充实的：临近大海，风景很美；节目表演很精彩，连晚晚都不停地笑和鼓掌；儿童游乐设施排队的人不多；还有许多动物看……但是，这是我见过的最坑的景区，怡宝8块，雪碧10块，抢钱啊！可不买没办法，没有直饮水200元的门票居然只是大峡谷的，茶溪谷的150要另买。只有大峡谷就算了，它还大块大块的区域整天不开放。这么贵的门票，里面居然还有很多额外收费的项目。总体来说：值得一去，记得带足水和干粮，不要错过探险峡谷的表演。,7.0,0.2310999929904937,"环境, 贵, 很好, 没什么, 吃, 东西, 太, 差, 感觉, 风景","['骄阳似火', '真的', '硬着头皮', '出门', '打卡', '五小时', '整体', '感觉', '充实', '临近', '大海', '风景', '美', '节目', '表演', '精彩', '晚晚', '不停', '地笑', '鼓掌', '儿童', '游乐', '设施', '排队', '动物', '最坑', '怡宝', '块', '雪碧', '块', '抢钱', '可不', '办法', '直饮水', '大峡谷', '茶', '溪谷', '大峡谷', '大块', '大块', '区域', '整天', '开放', '贵', '额外收费', '项目', '总体', '值得', '记得', '带足', '水', '干粮', '错过', '探险', '峡谷', '表演']",性价比,3,2.0,8994,5
A03,2020-06-02,庆幸我是买的6月特价票，否则会觉得更窝囊。整个景区就没有准备好营业的样子，里面荒凉的要命，几乎一大半都没开，处于封闭状态。原本的9点开门也延迟到10点，也没有什么通知。小火车取消，说11点可以做接驳巴士去大侠古，结果等了半个小时才来。上车查票下车查票，好像只关心你有没有花钱买联票。能玩的地方最多五个。大家千万不要来，来了一定会后悔的。感觉一年都恢复不了。,6.0,0.2887000143527984,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['庆幸', '月', '特价', '窝囊', '营业', '样子', '荒凉', '要命', '一大半', '没开', '处于', '封闭', '状态', '原本', '开门', '延迟', '通知', '火车', '取消', '做', '接驳', '巴士', '大侠', '半个', '上车', '查票', '下车', '查票', '好像', '关心', '有没有', '花钱买', '联票', '能玩', '五个', '后悔', '感觉', '一年', '恢复']",服务,3,-1.0,8995,1
A03,2020-11-28,不好玩，很多项目没开，美食街也都关了，每个项目排队人太多了，基本都是排队两小时体验5分钟，周末不建议过来，可能工作日会好点吧,9.0,0.3592999875545501,"山, 爬山, 好多, 希望, 太, 美的, 钱, 水, 骑, 活动","['不好玩', '项目', '开', '美食街', '关了', '项目', '排队', '太', '排队', '两', '体验', '分钟', '周末', '建议', '工作日']",设施,3,0.4999999999999999,8996,3
A03,2020-05-02,**景区囊括非常多的游玩项目，几乎什么都有，主要包括大侠谷生态公园、茶溪谷休闲公园、云海谷体育公园、大华兴寺、主题酒店群落、天麓大宅等六大板块，全部玩下来要不少的时间，旺季就更加了，不过确实很好玩，值得一去。,0.0,0.5824000239372253,"值得, 适合, 环境, 干净, 休闲, 公园, 空气清新, 瀑布, 水, 很漂亮","['囊括', '项目', '包括', '大侠', '谷', '生态', '公园', '茶', '溪谷', '休闲', '公园', '云海', '谷', '体育', '公园', '华兴', '寺', '主题', '群落', '天麓', '大宅', '六大', '板块', '旺季', '确实', '好玩', '值得']",卫生,3,2.0,8997,5
A03,2020-05-08,第二次去了，但是这次体验特别差，很多项目都没有开，只开了个别的项目，想去看表演“咆哮山洪”疫情关闭，想去顶上玩那个最刺激的“指南针”维护不开，玻璃桥也是维护不开。开了过山车、和激流勇进要排队2小时，30多度的天，干脆不坐了；不过下次还会去，一定要把这次的遗憾给补回来。,6.0,0.3781999945640564,"上山, 广东, 导游, 山顶, 时, 走, 到达, 两个, 下午, 坐","['第二次', '体验', '特别', '差', '项目', '开', '开了个', '项目', '想', '表演', '咆哮', '山洪', '疫情', '关闭', '想', '顶上', '刺激', '指南针', '维护', '开', '玻璃', '桥', '维护', '开', '开', '过山车', '激流勇进', '排队', '多度', '天', '干脆', '坐', '下次', '遗憾', '补', '回来']",服务,3,-2.0,8998,1
A03,2020-11-16,真心不好，设施陈旧，人员很少，态度特别不好，存包30,5.0,0.361299991607666,"温泉, 服务, 服务态度, 满意, 泡温泉, 热情, 家人, 工作人员, 方便快捷, 态度","['真心', '不好', '设施', '陈旧', '人员', '态度', '特别', '不好', '存包']",服务,3,-2.0,8999,1
