酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H32,2020-01-01,早餐丰盛，前台热情，靠近机场，下次还会选择。 酒店环境卫生管理服务都是一流，酒店性价比超高，酒店位置离机场很近，10分钟左右，有接送服务，蛮方便的。酒店内部装潢整体不错，很新。房间非常好，升级了套房，位置离机场很近 ，房间很舒适布置简洁大气，洗手间空间很大，服务也非常不错，酒店环境好，有自己的内花园，酒店有专门的接送车，很方便。这次直接升级为套房，五星级服务态度，凌晨一点多也有接机服务，酒店卫生一流 ，整个酒店员工素质很高，待人热情，房间舒适，宾至如归，餐厅菜品丰富，口味正 ，门口是一个很大的花坛。地理位置也还好，距离一公里处就有一个美食地带，总体的体验特好！,高级大床房,2.0,0.2590000033378601,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早餐', '丰盛', '热情', '靠近', '机场', '下次', '选择', '环境卫生', '管理', '服务', '一流', '性价比', '超高', '位置', '机场', '分钟', '接送', '服务', '内部', '装潢', '整体', '不错', '新', '房间', '升级', '套房', '位置', '机场', '房间', '舒适', '布置', '简洁', '大气', '洗手间', '空间', '很大', '服务', '不错', '环境', '花园', '接送车', '升级', '套房', '五星级', '服务态度', '凌晨', '一点多', '接机', '服务', '卫生', '一流', '员工素质', '高', '待人', '热情', '房间', '舒适', '宾至如归', '餐厅', '菜品', '口味', '正', '门口', '很大', '花坛', '地理位置', '还好', '距离', '公里', '处', '美食', '地带', '总体', '体验', '特']",位置,32,8.0,15524,5
H32,2020-01-01,非常好！除了飞机老经过有点吵，没有任何问题，离机场近，去很方便,高级双床房,2.0,0.5253000259399414,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['飞机', '吵', '机场']",位置,32,2.0000000000000004,15525,3
H32,2020-01-01,酒店位置不错，赶飞机住在这里很方便，还会再来。,高级房,2.0,0.5746999979019165,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '不错', '飞机', '住']",位置,32,2.0000000000000004,15526,3
H32,2020-01-01,每次从广州中转必订酒店，环境好，住得很舒适。真希望能停留多一点时间，很遗憾中转酒店就是这样，每次匆匆来匆匆地去。,高级大床房,2.0,0.527400016784668,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['每次', '广州', '中转', '必订', '环境', '住', '舒适', '真', '希望', '停留', '多一点', '时间', '遗憾', '中转', '每次']",位置,32,1.0,15527,2
H32,2020-01-02,离机场近很方便,高级双床房,2.0,0.571399986743927,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差",['机场'],位置,32,2.0000000000000004,15528,3
H32,2020-01-02,到机场很方便，且免费接送,高级房,2.0,0.7853999733924866,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['机场', '免费', '接送']",位置,32,1.0,15529,2
H32,2020-01-02,赶飞机住的，非常好的酒店，早餐也很丰富，前台服务态度很好，免费升级了房型，很赞，入住多次，值得推荐,高级大床房,0.0,0.7875000238418579,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['飞机', '住', '早餐', '服务态度', '免费', '升级', '房型', '赞', '入住', '值得', '推荐']",服务,32,3.0,15530,4
H32,2020-01-03,加入会员每次都可升级,高级大床房,4.0,0.5879999995231628,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['会员', '每次', '升级']",设施,32,2.0000000000000004,15531,3
H32,2020-01-03,前台服务很好，工作人员都很热情的打招呼，房间很大很干净，餐厅的出品也很不错，价格也很美丽!酒店有巴士去机场，同类型酒店来说性价比很高!值得入住，**空港**酒店就在机场的旁边，对于出差旅游坐飞机的朋友非常方便，酒店还有接送机服务半夜还有车接送，无论是入住还是退房效率都非常高，服务员都很热情有礼貌，酒店还设有免费健身房，泳池，桌球和电影院，餐厅的出品也很好，早餐非常丰富健康，东西多的时候会有服务员帮忙拿行李，卫生也可以，而且个人感觉很安全。因为我多次入住，我十分信任!,高级大床房,0.0,0.3190000057220459,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '工作人员', '热情', '打招呼', '房间', '很大', '干净', '餐厅', '出品', '不错', '价格', '美丽', '巴士', '机场', '类型', '性价比', '高', '值得', '入住', '空港', '机场', '旁边', '出差', '旅游', '坐飞机', '朋友', '接送', '机', '服务', '半夜', '车', '接送', '无论是', '入住', '退房', '效率', '高', '服务员', '热情', '礼貌', '设有', '免费', '健身房', '泳池', '桌球', '电影院', '餐厅', '出品', '早餐', '健康', '东西', '服务员', '帮忙', '行李', '卫生', '个人感觉', '入住', '信任']",服务,32,9.0,15532,5
H32,2020-01-03,酒店还不错，离机场很近，洗漱用品毛巾浴巾不是很新，看着稍微有点旧，服务员说可以给送新一点的过来，后来升级房间了就没让送了,高级双床房,2.0,0.4930999875068664,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '机场', '洗漱', '用品', '毛巾', '浴巾', '新', '看着', '稍微', '旧', '服务员', '送新', '一点', '升级', '房间', '送']",位置,32,2.0000000000000004,15533,3
