酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H18,2020-01-01,珠江新城核心位置，周边很方便，而且晚上饭后可以散步，有点点中央公园的意思,君悦大床客房,5.0,0.5188000202178955,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['珠江', '新城', '核心', '位置', '周边', '晚上', '饭后', '散步', '点点', '中央公园']",性价比,18,1.0000000000000002,10137,3
H18,2020-01-02,中心地带，还可以吧,君悦园景大床房,6.0,0.5699999928474426,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验",['中心地带'],设施,18,1.0000000000000002,10138,3
H18,2020-01-03,客房：低楼层客房因为旧，霉味很重。整晚都咳嗽。后来和前台反馈之后给我换到楼上，房间应该是重新翻新的，没有那种霉味。户型由于床背板后面是玻璃淋浴阁，所以很潮湿容易发霉。,君悦大床客房,3.0,0.4498000144958496,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['客房', '低', '楼层', '客房', '旧', '霉味', '重', '整晚', '咳嗽', '反馈', '换到', '楼上', '房间', '翻新', '那种', '霉味', '户型', '床', '背板', '玻璃', '淋浴', '阁', '潮湿', '发霉']",性价比,18,1.0000000000000002,10139,3
H18,2020-01-03,酒店位置很好出行非常方便周边商场很多,君悦园景大床房,2.0,0.8281999826431274,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '出行', '周边', '商场']",位置,18,1.0000000000000002,10140,3
H18,2020-01-03,房间隔音不好。外面的车声听得清清楚楚。，像睡在了马路上。,君悦大床客房,6.0,0.8971999883651733,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['房间', '隔音', '不好', '外面', '车声', '听得', '清清楚楚', '睡在', '马路上']",设施,18,-1.0,10141,1
H18,2020-01-04,环境好，服务也还行,君悦大床客房,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '服务', '还行']",性价比,18,1.0000000000000002,10142,3
H18,2020-01-04,早餐不错，品种丰富。适合一家老小游玩居住。位置好，去花城广场很近，花城汇就在旁边。有停车场，公共交通也方便。,君悦大床客房,2.0,0.5968999862670898,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早餐', '不错', '品种', '适合', '一家老小', '游玩', '居住', '位置', '花城', '广场', '花城', '汇', '旁边', '停车场', '公共交通']",位置,18,1.0,10143,3
H18,2020-01-04,位置挺好，去花城广场很近，花城汇就在旁边。有停车场，公共交通也方便。早餐不错，品种丰富。适合一家老小游玩居住。,君悦大床客房,2.0,0.5968999862670898,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '花城', '广场', '花城', '汇', '旁边', '停车场', '公共交通', '早餐', '不错', '品种', '适合', '一家老小', '游玩', '居住']",位置,18,1.0,10144,3
H18,2020-01-04,碰上灯光节，所以外面的声浪一波一波进来房间。不过挺有气氛的。位置挺好，去花城广场很近。有停车场，公共交通也方便。,君悦大床客房,2.0,0.7170000076293945,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['碰上', '灯光', '节', '外面', '声浪', '波一波', '房间', '气氛', '位置', '花城', '广场', '停车场', '公共交通']",位置,18,1.0000000000000002,10145,3
H18,2020-01-04,环境服务一般，浴室不大方便,君悦大床客房,5.0,0.5644999742507935,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '服务', '浴室']",性价比,18,1.0000000000000002,10146,3
